%%MatrixMarket matrix coordinate integer general
52 623 3191
3 1 1
4 1 1
5 1 1
9 1 1
13 1 1
15 1 1
16 1 1
17 1 1
18 1 1
19 1 1
20 1 1
21 1 1
22 1 1
24 1 1
25 1 1
26 1 1
27 1 1
28 1 1
29 1 1
30 1 1
31 1 1
34 1 1
35 1 1
36 1 1
37 1 1
38 1 1
39 1 1
40 1 1
41 1 1
42 1 1
46 1 1
47 1 1
48 1 1
49 1 1
50 1 1
51 1 1
1 2 1
2 2 1
4 2 1
5 2 1
6 2 1
7 2 1
8 2 1
9 2 1
10 2 1
11 2 1
12 2 1
13 2 1
14 2 1
18 2 1
21 2 1
24 2 1
27 2 1
28 2 1
30 2 1
34 2 1
35 2 1
36 2 1
37 2 1
39 2 1
40 2 1
41 2 1
42 2 1
43 2 1
46 2 1
48 2 1
49 2 1
50 2 1
51 2 1
52 2 1
1 3 1
2 3 1
3 3 1
4 3 1
5 3 1
6 3 1
7 3 1
8 3 1
9 3 1
11 3 1
12 3 1
13 3 1
6 4 1
12 4 1
13 4 1
20 4 1
22 4 1
34 4 1
35 4 1
36 4 1
37 4 1
38 4 1
40 4 1
41 4 1
42 4 1
43 4 1
44 4 1
47 4 1
48 4 1
49 4 1
50 4 1
1 5 1
2 5 1
8 5 1
13 5 1
14 5 1
15 5 1
17 5 1
18 5 1
19 5 1
20 5 1
21 5 1
22 5 1
23 5 1
32 5 1
34 5 1
35 5 1
38 5 1
39 5 1
40 5 1
44 5 1
47 5 1
48 5 1
49 5 1
50 5 1
52 5 1
1 6 1
2 6 1
3 6 1
4 6 1
6 6 1
8 6 1
10 6 1
12 6 1
13 6 1
24 6 1
25 6 1
26 6 1
27 6 1
28 6 1
31 6 1
33 6 1
41 6 1
42 6 1
45 6 1
46 6 1
47 6 1
48 6 1
50 6 1
51 6 1
1 7 1
2 7 1
3 7 1
4 7 1
8 7 1
10 7 1
5 8 1
8 8 1
9 8 1
11 8 1
17 8 1
18 8 1
20 8 1
24 8 1
26 8 1
27 8 1
28 8 1
34 8 1
36 8 1
37 8 1
38 8 1
39 8 1
40 8 1
41 8 1
42 8 1
45 8 1
48 8 1
49 8 1
50 8 1
1 9 1
2 9 1
3 9 1
4 9 1
5 9 1
6 9 1
8 9 1
11 9 1
17 9 1
18 9 1
19 9 1
21 9 1
24 9 1
26 9 1
27 9 1
33 9 1
40 9 1
47 9 1
48 9 1
49 9 1
50 9 1
1 10 1
12 10 1
13 10 1
22 10 1
24 10 1
26 10 1
27 10 1
28 10 1
33 10 1
34 10 1
38 10 1
40 10 1
42 10 1
44 10 1
45 10 1
46 10 1
47 10 1
49 10 1
51 10 1
52 10 1
3 11 1
6 11 1
10 11 1
13 11 1
21 11 1
22 11 1
28 11 1
31 11 1
34 11 1
35 11 1
36 11 1
37 11 1
38 11 1
39 11 1
40 11 1
41 11 1
44 11 1
46 11 1
47 11 1
49 11 1
52 11 1
21 12 1
34 12 1
35 12 1
39 12 1
40 12 1
41 12 1
47 12 1
48 12 1
49 12 1
3 13 1
6 13 1
17 13 1
18 13 1
19 13 1
20 13 1
21 13 1
22 13 1
23 13 1
28 13 1
29 13 1
32 13 1
37 13 1
41 13 1
44 13 1
48 13 1
50 13 1
51 13 1
6 14 1
12 14 1
13 14 1
33 14 1
35 14 1
36 14 1
37 14 1
38 14 1
39 14 1
44 14 1
46 14 1
48 14 1
49 14 1
1 15 1
4 15 1
5 15 1
6 15 1
7 15 1
11 15 1
12 15 1
13 15 1
14 15 1
16 15 1
18 15 1
21 15 1
23 15 1
24 15 1
25 15 1
32 15 1
34 15 1
35 15 1
38 15 1
39 15 1
40 15 1
41 15 1
45 15 1
48 15 1
49 15 1
51 15 1
52 15 1
3 16 1
6 16 1
8 16 1
10 16 1
12 16 1
13 16 1
16 16 1
19 16 1
24 16 1
32 16 1
33 16 1
38 16 1
40 16 1
41 16 1
48 16 1
49 16 1
52 16 1
1 17 1
3 17 1
6 17 1
7 17 1
8 17 1
13 17 1
19 17 1
21 17 1
25 17 1
28 17 1
29 17 1
30 17 1
31 17 1
32 17 1
34 17 1
36 17 1
39 17 1
45 17 1
50 17 1
5 18 1
8 18 1
9 18 1
10 18 1
12 18 1
13 18 1
25 18 1
26 18 1
28 18 1
34 18 1
36 18 1
38 18 1
39 18 1
40 18 1
47 18 1
48 18 1
50 18 1
1 19 1
2 19 1
3 19 1
4 19 1
5 19 1
7 19 1
8 19 1
9 19 1
10 19 1
12 19 1
27 19 1
30 19 1
36 19 1
42 19 1
3 20 1
6 20 1
9 20 1
11 20 1
12 20 1
14 20 1
25 20 1
27 20 1
28 20 1
29 20 1
34 20 1
35 20 1
38 20 1
39 20 1
40 20 1
42 20 1
46 20 1
2 21 1
7 21 1
8 21 1
9 21 1
10 21 1
15 21 1
16 21 1
21 21 1
24 21 1
25 21 1
28 21 1
29 21 1
30 21 1
40 21 1
41 21 1
47 21 1
49 21 1
52 21 1
1 22 1
2 22 1
3 22 1
4 22 1
5 22 1
9 22 1
10 22 1
11 22 1
13 22 1
52 22 1
3 23 1
5 23 1
7 23 1
10 23 1
11 23 1
13 23 1
18 23 1
20 23 1
30 23 1
33 23 1
35 23 1
36 23 1
39 23 1
41 23 1
42 23 1
44 23 1
45 23 1
48 23 1
5 24 1
11 24 1
15 24 1
24 24 1
26 24 1
30 24 1
31 24 1
39 24 1
40 24 1
41 24 1
45 24 1
47 24 1
49 24 1
50 24 1
2 25 1
3 25 1
5 25 1
8 25 1
10 25 1
11 25 1
18 25 1
19 25 1
26 25 1
29 25 1
30 25 1
31 25 1
41 25 1
5 26 1
7 26 1
8 26 1
9 26 1
15 26 1
16 26 1
19 26 1
21 26 1
22 26 1
34 26 1
35 26 1
36 26 1
38 26 1
47 26 1
48 26 1
1 27 1
4 27 1
5 27 1
9 27 1
13 27 1
17 27 1
24 27 1
28 27 1
35 27 1
36 27 1
37 27 1
39 27 1
40 27 1
41 27 1
47 27 1
48 27 1
49 27 1
21 28 1
31 28 1
36 28 1
37 28 1
39 28 1
40 28 1
41 28 1
47 28 1
48 28 1
49 28 1
2 29 1
6 29 1
7 29 1
13 29 1
16 29 1
29 29 1
31 29 1
35 29 1
36 29 1
37 29 1
39 29 1
41 29 1
47 29 1
50 29 1
4 30 1
13 30 1
22 30 1
32 30 1
33 30 1
44 30 1
45 30 1
46 30 1
51 30 1
52 30 1
10 31 1
16 31 1
29 31 1
30 31 1
34 31 1
35 31 1
36 31 1
37 31 1
38 31 1
41 31 1
42 31 1
50 31 1
2 32 1
3 32 1
9 32 1
10 32 1
13 32 1
15 32 1
24 32 1
25 32 1
26 32 1
27 32 1
30 32 1
32 32 1
37 32 1
41 32 1
46 32 1
47 32 1
49 32 1
1 33 1
2 33 1
3 33 1
4 33 1
5 33 1
13 33 1
14 33 1
18 33 1
26 33 1
29 33 1
31 33 1
35 33 1
37 33 1
39 33 1
40 33 1
42 33 1
43 33 1
46 33 1
24 34 1
32 34 1
34 34 1
35 34 1
36 34 1
37 34 1
38 34 1
44 34 1
45 34 1
51 34 1
52 34 1
11 35 1
15 35 1
16 35 1
17 35 1
18 35 1
19 35 1
22 35 1
23 35 1
41 35 1
45 35 1
1 36 1
3 36 1
4 36 1
5 36 1
6 36 1
7 36 1
8 36 1
12 36 1
18 36 1
20 36 1
25 36 1
29 36 1
32 36 1
33 36 1
34 36 1
45 36 1
1 37 1
5 37 1
6 37 1
8 37 1
15 37 1
19 37 1
20 37 1
21 37 1
29 37 1
32 37 1
