"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"prendre";0,312531727635231;-0,290081041181478;0,300346259813003;0,736942091636804;-0,491370321704775;0,534443645854782;0,269765997009974;-0,250387382683099;0,259247945287773;0,636101555490866;-0,424132953600509;0,461312277190407;0,112248122615733;0,0906654388947321;0,0829399401861017;0,424987719765104;0,141532098239249;0,14762668029908;0,000649627140570677;0,000559647575458918;0,000599957368632418;0,00361195774345102;0,00160580859987248;0,00189967703008253;0,00665083135391924;0,555855082688701;0,00205493977259481
"justice";1,7821688486743;0,395851420467924;0,00262015059374678;-0,18633847274979;0,443629689370993;1,61634998570103;0,717070553941223;0,159274132506863;0,00105423952341274;-0,0749748442604908;0,178498118928892;0,650351946434086;0,6871620073164;0,0317861607331955;1,18834447334091e-06;0,00511546716871408;0,0217194533322215;0,254215723104998;0,0150884836350834;0,000744410199935738;3,26137251017179e-08;0,000164950244307479;0,000934951550077929;0,0124113409799321;0,00475059382422803;1,28108011422806;0,00779651429487209
"chose";-0,0730834783008002;0,60776640113256;-0,247644677456442;-0,288231048935034;0,140266764472855;0,649897481116825;-0,0745451890910451;0,619922071978266;-0,25259771069461;-0,293995832496346;0,143072178882646;0,662895797327113;0,00812595005560066;0,526891657919938;0,0746486793308698;0,0860668782156716;0,0152683297298414;0,28899850474808;3,80607705501914e-05;0,00263216150840112;0,000437015816668682;0,000591998605013232;0,000140200227190143;0,0030097392111306;0,00712589073634204;0,483102345391736;0,0016630965044394
"état";-0,451816713013895;0,130657603797163;0,477846428606089;0,727345991618859;-0,832518365692217;0,0985146776762275;-0,348442001359062;0,100763419432124;0,36851617288594;0,560930761745355;-0,642039918299903;0,0759747270608202;0,18210723949506;0,0142785538042604;0,162970019512142;0,32136866027283;0,315381717721362;0,00389380919434286;0,00116373401705661;9,73191986509251e-05;0,00130168480379056;0,0030158604742462;0,00395108881262617;5,53262235685567e-05;0,00570071258907363;0,630892983905175;0,0022690315846505
"mois";0,964222577010383;-0,229310673194099;-0,932197992903128;0,200502333296898;-0,666454329990218;1,30012580786465;0,480552541161646;-0,114284636500194;-0,464592019556664;0,0999270376694633;-0,332149785206215;0,647961140607548;0,345822938792283;0,0183383374403608;0,258609177386668;0,0101825572806645;0,0842725689889322;0,282774420111092;0,0044167466889147;0,000249802303281383;0,00412823324452551;0,000190979504311165;0,00211003028010789;0,00803005755950457;0,00475059382422803;0,977028897737635;0,00453484782429652
"moment";0,535515222378665;0,458751159003386;-0,996167902269621;0,383661251557677;-1,29674791218662;-0,793901236763381;0,2694943737869;0,23086338380912;-0,501314684980012;0,193074901354949;-0,652579519592246;-0,399525368671792;0,113823266434783;0,0783166259909078;0,315123573645869;0,0397834165578469;0,340443274579208;0,112509842791385;0,00108988713880958;0,000799819955864893;0,00377140328555727;0,00055941455941778;0,00639070840003939;0,00239536028022584;0,00380047505938242;0,945830489440607;0,00339988718196849
"ministre";0,0382091098847722;0,342968273840415;0,522529659848248;0,965893507662658;-0,203307055845655;-0,42170961252405;0,0307474054791921;0,275991369965742;0,42048693033442;0,777268023761501;-0,163604033219273;-0,339355627227464;0,00136882759197608;0,103403448222358;0,20481662459724;0,595651443708464;0,0197681511420646;0,0749915047378979;1,04033449752014e-05;0,000838198837489838;0,00194563357782275;0,00664810167324137;0,000294539850047233;0,00126726126338611;0,00712589073634204;0,615388755678017;0,00269859848419196
"déficit";-0,835495361733244;1,54918961056129;1,40723838815589;1,80431049845175;-0,880837393350558;0,0181137770104478;-0,276810446127547;0,513266604312457;0,466236323832055;0,597791462292414;-0,291832849093711;0,00600132918142739;0,097692046032322;0,314914376079159;0,221735315146335;0,310250482942759;0,0553871279328642;2,06518665600965e-05;0,0023213147251042;0,00798095921439299;0,00658538677800334;0,0108260116977494;0,00258010527062814;1,09109853828484e-06;0,00332541567695962;1,5928374278919;0,00843701544031021
"compte";0,250102714301704;1,1015273437622;0,849427133498769;0,917505187658087;-0,317038933115418;-0,186249059224999;0,145015508446351;0,638691780172116;0,492518076008784;0,531991352680394;-0,183826721798627;-0,107991638941536;0,025873658601577;0,470569542806848;0,238782059488792;0,237113829885093;0,021207646202794;0,00645326301489481;0,00026744052698799;0,00518777311235264;0,00308491120955602;0,00359921231563682;0,000429749722564684;0,000148312783163789;0,00427553444180523;0,926502285205797;0,00367014648951263
"national";-1,29815651389156;0,597801913603143;0,483590645382844;-2,58075372585904;1,08337915030462;-0,0434779151881442;-0,408226774525371;0,187988693492541;0,152073072270369;-0,811560669363;0,340686482241722;-0,0136723491277157;0,229521173581709;0,045634727374146;0,025483133275266;0,617704212677463;0,0815409617136939;0,00011579137772237;0,00720517482709345;0,00152793546373787;0,000999876109603875;0,0284762984046641;0,00501823916856666;8,08216721233593e-06;0,00427553444180523;1,61462878424308;0,0111464299278654
"gouvernement";-0,155132934407484;1,24015092219277;1,03263615322525;1,34979086540941;-0,314015290186212;1,09291795821973;-0,0647321312783785;0,517476270316147;0,430886834498966;0,563225596368419;-0,131028779062219;0,456040550113926;0,00580277574619394;0,347687494041669;0,205707831042653;0,29914347676873;0,0121276206497344;0,129530801751018;5,71644354818927e-05;0,00365314562901562;0,00253286799275022;0,00432763748299926;0,000234217583065869;0,00283722010308593;0,00237529691211401;1,21350934572126;0,00349787394810653
"effet";-0,175865728149536;-0,50972146019926;0,371053585357921;0,278391070529369;-0,353954357030259;1,29320904144797;-0,115871770606757;-0,33583762300367;0,24447421551543;0,183422128931911;-0,233208132673805;0,852050157662504;0,0246735222758863;0,194333098963181;0,0878760219063524;0,042101553380539;0,0509811336708687;0,600034669803172;0,000235087918955375;0,0019748482051319;0,00104650461344964;0,000589085705656918;0,000952275054523165;0,0127117501178738;0,00760095011876485;0,667148709290982;0,00338308712823657
"notamment";0,367600845001645;0,487909698821435;0,242438910587577;0,352838789633615;1,62759258193892;0,016253076602592;0,205309786999016;0,2725038250098;0,135405241227849;0,197064989729129;0,909031333476842;0,0090775517541096;0,0733804118557029;0,121204365343212;0,0255364305201058;0,0460361064081199;0,733778169719655;6,45161532061653e-05;0,000898729376457448;0,00158326947214077;0,000390913422867684;0,000827996655858245;0,0176184354294331;1,75690023120956e-06;0,00665083135391924;0,808618066021814;0,00434873371674871
"député";-1,44770235926789;0,0606588165050228;0,739085351052104;-1,78819301389462;1,38524314052698;0,265110363544036;-0,517281231784244;0,0216741149307517;0,264083966112524;-0,63894258303424;0,494963811770561;0,0947270787637443;0,366137448533507;0,000602678457795244;0,0763489689342381;0,380393571790705;0,170995170143023;0,00552216214073236;0,00696954624570484;1,22358404458576e-05;0,00181649885652194;0,0106334630805657;0,00638113534852223;0,000233721868887961;0,00332541567695962;1,42565426698118;0,00675887440509807
"acheter";-0,891575472056749;0,210222985052657;-2,6510235931057;0,446501482304735;-0,57169248655793;0,593735228350224;-0,301480850314255;0,0710856301857102;-0,896427584766246;0,150981774141089;-0,193314354608877;0,200767974349524;0,114867639433804;0,00598761800178538;0,81252561018625;0,0196176091200866;0,0240908809579225;0,0229106423001492;0,00264339560884205;0,000146962434257077;0,0233707756002001;0,000662966753397758;0,0010868532514525;0,00117228059367632;0,00332541567695962;1,567531495267;0,00817106171998957
"partie";0,617488004381014;-0,09044606554362;-0,667363478732592;-1,18232093471939;-0,103108011773143;-1,39300893834784;0,301884842704663;-0,0442183428279904;-0,326268554813434;-0,578027049710841;-0,0504086649374315;-0,681030694128016;0,148054955814059;0,00297822478925819;0,138362745896924;0,369619991447413;0,00210570226435299;0,338878379787991;0,00253590503456639;5,44070645189982e-05;0,00296210744819237;0,00929708270663192;7,07067312519468e-05;0,0129057646709917;0,00665083135391924;0,956255755703427;0,00608168692846701
"grand";0,0590153241289459;0,64090576218963;-0,809029259012668;0,268902517942994;0,573241109451812;-1,24069193680382;0,0340215092480199;0,369473211191752;-0,466394056521295;0,155018541981137;0,330465484929775;-0,715241555052504;0,00191211943935119;0,211439436218002;0,287502933991052;0,0270329820533884;0,0920251045651889;0,380087423733017;1,98544901589238e-05;0,00234162582047242;0,00373127795879479;0,000412210341982417;0,00187328476711949;0,00877520084779106;0,00570071258907363;0,804200427948537;0,00368686933004813
"exemple";0,309471212456741;0,0138403905114158;-1,21601768803514;0,0958898088445174;-0,121657228879057;-0,36668833753421;0,235074816044064;0,0105131822363086;-0,923688933946145;0,0728380484752724;-0,0924110209545665;-0,278537033564656;0,0707695423483689;0,000132713401010701;0,874206557061662;0,00462668119465174;0,0055786350942003;0,0446858709001032;0,000636966289193459;1,27400937440325e-06;0,00983457778935887;6,11534328566904e-05;9,84355053394005e-05;0,000894273024404008;0,00665083135391924;0,693192849773526;0,00319583305352969
"arriver";-0,318973443779401;-0,00914756307288291;-1,21477066044745;0,311024359943783;0,936841783757855;-0,899265105025662;-0,173999213456102;-0,0049899727101498;-0,662654348095473;0,169663008163568;0,511044843029048;-0,490546859039459;0,0471096732656772;3,63265437532706e-05;0,546660918745942;0,0305006182602142;0,207290683182138;0,168401780002275;0,000435010223528938;3,57767786960256e-07;0,00630926832178408;0,000413598751689291;0,00375251912121206;0,00345752948315978;0,00427553444180523;0,875702304662721;0,00327871293944152
"vrai";-0,866463745674895;-0,777076309126647;-0,727233788561697;-0,25365921557314;-0,433145070133392;0,599606705260483;-0,548552806675239;-0,491962176721237;-0,460407187047232;-0,160590071236396;-0,274221449085726;0,379607274642214;0,367791275140875;0,277357672934131;0,207289416703711;0,0214644970268371;0,0468828088366219;0,0792143293578258;0,00285324246106972;0,00229490770624567;0,00200995338043059;0,000244533957796412;0,000713024804867881;0,00136637796101979;0,00380047505938242;0,851347168659169;0,0027545539252598
"semaine";-1,11999840634004;0,690560620076474;-1,38102709081495;0,459926668909068;1,74664403245218;-0,0272155397097532;-0,426328384109103;0,262862510892894;-0,525689183756994;0,17507149336528;0,664861596011113;-0,0103596192650237;0,254546186214105;0,0907293122482246;0,30964536391701;0,0292299293766544;0,315781609933032;6,75983109728614e-05;0,00595912793446193;0,00226543453681902;0,00906050273427456;0,00100490518182324;0,0144929471548731;3,5186964450981e-06;0,00475059382422803;1,32279065747568;0,0083124708955104
"nombre";-0,0118913343351126;-0,633850785730994;0,202193676793098;0,353542090862272;0,313360371834308;0,573607367871602;-0,0119211587410825;-0,635440533578058;0,20270079450851;0,354428802357229;0,314146304403445;0,575046020467232;0,000204127541768921;0,543784354793484;0,0472176062649667;0,122868759330863;0,0723060794807203;0,213619072588197;7,3892738953145e-07;0,00209949406379562;0,000213636632915074;0,000653164897921111;0,000513131567219713;0,00171937270177789;0,00522565320665083;0,495948748371378;0,00128532863236223
"hôpital";0,501129063307623;1,19363148831041;0,854255268467774;0,838957777458457;2,55393368103302;-1,13566291758041;0,151636082729132;0,361179616913231;0,258488146159783;0,253859295466258;0,772791935845297;-0,343638971936693;0,0382980542028042;0,203718410398957;0,0890392023908119;0,0730931253713245;0,507391280848815;0,0884599267872882;0,00035790546996424;0,0020305313015004;0,00104002669411632;0,00100311185609221;0,00929583455645823;0,00183809538579654;0,00142517814726841;1,52587250491998;0,00331822361226238
"fond";0,0683489886109932;0,883187927639074;0,145868542471285;0,362005094792166;1,07964057402658;-0,141295013746816;0,0469134543253697;0,606203505655818;0,100121411359615;0,248473456962784;0,741044890154606;-0,0969822276601705;0,00323109098085963;0,505828699463069;0,0117743431842027;0,0617210296651381;0,411234590314467;0,00621024639226498;2,21927992595994e-05;0,00370556254407317;0,00010108138566602;0,000622554340406107;0,00553740507878593;9,48421895948359e-05;0,00475059382422803;0,716497221347893;0,00243880412446201
"fin";-0,233637740118384;0,207900484748572;-0,731295496362701;0,54784512166191;-0,108014035589375;0,510964759420808;-0,212795011399597;0,189353766217896;-0,666056919597511;0,498972078955178;-0,0983781469676569;0,465381798979264;0,0641639648420995;0,0476352467124016;0,502943728695652;0,240236831430912;0,0069953882603421;0,138024840058592;0,000311182481373637;0,00024639968584527;0,00304870177482395;0,00171097925318054;6,65103955399687e-05;0,00148837046291666;0,00570071258907363;0,549609729499907;0,00172201912452804
"agent";2,31340418547305;0,168743604076419;-0,266584188088278;-0,825954599320808;-0,419127999784189;-0,241366420351118;0,916783492450471;0,066871734582872;-0,105645171960156;-0,327319171861886;-0,166097058974308;-0,0956515732094254;0,889637648448622;0,00443789453616191;0,00945164265416386;0,0772220392916776;0,0148953156087942;0,00435545946058132;0,0203395303576788;0,000108216261916197;0,000270088852593583;0,00259268788651476;0,000667622917636467;0,00022140712160803;0,00380047505938242;1,46151054010923;0,00811786435667597
"étranger";1,08147782317138;-1,61949526920354;0,406578810582524;-0,0508444141714444;-0,115270632799985;-0,925572644623465;0,492078102655257;-0,736878872829701;0,184995499125992;-0,0231344761030183;-0,0524487447313091;-0,421140425700389;0,281507325779226;0,591869619873514;0,0318326172793828;0,000423701259854607;0,00163131586548736;0,0927354199425354;0,00388938716108336;0,00872178360513467;0,000549712258671212;8,59671314349721e-06;4,41858581960867e-05;0,00284883279968025;0,00332541567695962;1,21459021806453;0,00490575096661578
"premier";-0,171593129625201;0,645765952634449;-0,498956755355301;0,401904250011496;-1,03126839163759;0,675682580712321;-0,111297375212615;0,41885159205892;-0,323629374538153;0,260679948030418;-0,66889312747952;0,438255878160304;0,0199293799625844;0,264640616922021;0,134818102867104;0,0744488492573959;0,367183917502539;0,138979133488355;0,000139877444819815;0,00198106254433196;0,00118269759484413;0,000767349293003815;0,00505232539473058;0,00216886912056087;0,00475059382422803;0,724285870720973;0,00249211412126384
"mettre";0,243460111288683;0,365910314307981;-0,915077266243168;-0,00457475830475448;-1,14127179680056;1,33940085369279;0,119841748380016;0,180117110703826;-0,45044117867568;-0,0022518967512;-0,561784050707196;0,659311865252118;0,0254825887191754;0,0539696289366915;0,288026101146874;6,12693137476006e-06;0,285635592631218;0,346879961634667;0,000253423008122698;0,000572452837554721;0,00358018889727108;8,94801529321999e-08;0,00556888922924055;0,0076702859011196;0,00427553444180523;0,908788986516912;0,00353115287322087
"européen";0,244551592500517;-0,256980619684302;-0,390172431547254;-0,346739788504922;-0,714850966816398;-0,305902946021002;0,244198243629186;-0,256609312300896;-0,389608677343481;-0,346238789465575;-0,713818089542072;-0,305460951513389;0,0952105433466563;0,0985727819712048;0,193903484871934;0,130337746546706;0,414974405526286;0,0670010377372124;0,000198878085397516;0,000219607255227219;0,000506243080463884;0,00039980967530977;0,00169932699919638;0,000311181133819619;0,00332541567695962;0,472264156329287;0,000741678875759569
"droit";-0,835201940545096;0,917875426692502;0,265894678255416;-0,34567771385115;1,23615611045466;-0,216288849866672;-0,459407742040139;0,504882779577502;0,14625693239899;-0,190142060601905;0,679954942564493;-0,118970954594353;0,287546823921403;0,325615663560665;0,0233170324454742;0,0335418600705608;0,321305726666169;0,00867289333572835;0,00331383506646221;0,00400235296401873;0,000335866888002617;0,000567663096690536;0,00725929657679042;0,000222236895851058;0,00475059382422803;0,928098816192931;0,00409200671077777
"cas";-0,20822159945321;-0,0599222793978947;-0,659925609281988;-0,22425199457071;-0,07088605027666;1,59451508129168;-0,118640628738533;-0,0341425525588176;-0,376012812366607;-0,127774436953731;-0,0403894965541461;0,908523766382976;0,0275200849572259;0,0021369141794602;0,221165091308448;0,0217365011242718;0,00162691930071009;0,725814489129886;0,000205967859757021;1,70578601816597e-05;0,00206889220801046;0,000238902408878583;2,38709364552264e-05;0,0120782819214565;0,00475059382422803;0,747924749312477;0,00265744147569659
"appeler";-0,188306445413704;-0,571975987283522;-0,19811555062364;0,404242458405186;-0,402260633318667;-0,266042191313041;-0,210813885665596;-0,640341758465796;-0,221795430028914;0,452559779460467;-0,450341075547912;-0,297841042979034;0,0591729964109748;0,511871560020691;0,052403310464125;0,185693130880104;0,137738229895414;0,0531207723286921;0,000202143377012889;0,00186502534933374;0,000223751665932019;0,000931564647092459;0,000922452924187753;0,000403487587032655;0,00570071258907363;0,461275529538059;0,00121296977188
"accord";-0,898797057687324;-0,0389672154446912;-0,0554062697857724;-0,484627613027483;-1,19163583510377;-0,490555006466739;-0,546189115750414;-0,0236799495113567;-0,033669782563805;-0,294502886011671;-0,724144029517124;-0,298104898004925;0,447752581846563;0,000789088613372259;0,00136132255582752;0,088644117574523;0,40146544001269;0,0599874493970254;0,00268639100064215;5,04945708151584e-06;1,02085430503642e-05;0,000781020172523047;0,00472207683825377;0,00080024204303424;0,00332541567695962;0,800386222275022;0,00213032148867162
