"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"président";-1,16616051149495;-0,203468217434116;0,492635295732901;-2,10251592299753;-0,484085458737443;0,996845336407199;-0,431833359852865;-0,0753450001880193;0,182424591504761;-0,778569078803956;-0,179258556641164;0,369135351978728;0,263064079457082;0,00750844951703729;0,0375598922698753;0,582293939827628;0,0231225220983824;0,0864511168299967;0,0045223336674542;0,00013766993279844;0,000807043582999003;0,0147002434419036;0,000779273690986833;0,00330446763563775;0,00332541567695962;1,35482925996831;0,00610400772715628
"portable";2,30423256453031;0,227955166408086;-0,217180768299485;-0,929217430348246;-0,3976410834021;-1,80789668209286;0,739895114590528;0,0731970012781215;-0,0697373138117078;-0,298374151850066;-0,127683593877891;-0,580520362117874;0,70468377456275;0,00646625381299759;0,00500855887529481;0,0780360255961151;0,0107045986625029;0,19510078849034;0,0126116097658953;0,000123428878603654;0,000112036784131008;0,00205093832033966;0,000375578221399514;0,00776363518556381;0,00237529691211401;1,63563421035175;0,00635463009518525
"patron";-1,75185695302248;0,116855321264807;-2,33259066068749;-1,38877038993186;0,261609099141347;0,0438271647435419;-0,540051839380542;0,0360234499064451;-0,71907690559595;-0,428121715226773;0,0806472668594409;0,0135107726083159;0,349381753845489;0,00145751201024952;0,495573875404491;0,149514264895665;0,00397424713139805;9,83467127068679e-05;0,00583183426860467;2,59480591124012e-05;0,0103391528557273;0,0036649561918318;0,000130050965802465;3,6500149538386e-06;0,00190023752969121;1,76606035869479;0,00592678230983977
"nouvelle";-0,792023655864199;-0,646196487779571;-0,654112821031859;-1,40688019314145;0,153528853795502;-0,67077241868799;-0,399749287589734;-0,326147563548484;-0,330143086351995;-0,710078986616573;0,0774889101793992;-0,338551499718516;0,214584097049643;0,133925300529655;0,117099475837217;0,461056609983725;0,0041128936764064;0,0692216229233534;0,00149002724809618;0,000991852496006301;0,00101630304664669;0,00470145339157657;5,59883822987187e-05;0,00106873073081362;0,00237529691211401;1,01881750465953;0,00246553232256693
"fouille";2,29375071202431;0,295625523358564;-0,160719717112292;-1,0472320943796;-0,373084607536854;-3,59821698122627;0,518667179255653;0,0668473934471469;-0,0363422415035814;-0,236802069889495;-0,0843625856988034;-0,813635519421974;0,438270322945828;0,00682567650125614;0,00172153695821388;0,0622091565513994;0,00591439784290548;0,485058909200398;0,00999770513807511;0,000166070213892683;4,90847077789175e-05;0,00208398111068635;0,000264498098586087;0,0246026896797817;0,00190023752969121;2,06458228220626;0,00809976247030879
"femme";0,106370638824193;0,857648546774182;0,586558145048794;-0,444959007167517;1,72488209657954;-0,0505959798917399;0,0514963056644245;0,415206039989371;0,283965367335188;-0,21541419036797;0,835052385342552;-0,0244945980836163;0,00430244583440626;0,262242336177651;0,10467004653737;0,0512661467787637;0,577081226386435;0,000437798285373438;4,83764442920674e-05;0,00314491651689064;0,00147099958085878;0,000846506728045379;0,0127206480873661;1,09451679956523e-05;0,00427553444180523;0,966320233545146;0,00399238629160509
"décider";-0,147689743237429;0,560049116627228;-1,45144041011219;1,12624972606613;0,376744132448078;1,20163812648629;-0,0641737886027204;0,243351182213089;-0,630676362530095;0,489375296145295;0,163701945599368;0,522132880833375;0,00608101787755403;0,0819860680754846;0,46989673868262;0,240804057857305;0,0201843535287118;0,181047763978324;8,28969510975306e-05;0,00119203805428955;0,00800638200135543;0,00482066867634786;0,000539424765165055;0,00548763586518;0,00380047505938242;1,12854584685336;0,00484034481121125
"donner";-0,599361908720729;-0,543114088905334;0,27265763792221;1,50353160164904;2,12771039597977;-0,136657661535136;-0,218347374313629;-0,197856309418012;0,0993291005995688;0,547736138451534;0,775124297193978;-0,049784347556763;0,0789127740099955;0,0607523927220181;0,0130657026388736;0,338152769937446;0,507271314855374;0,00184504583629415;0,00102394688159246;0,000840777900904905;0,000211901722139627;0,0064435361819211;0,0129039948574643;5,32313058135443e-05;0,00285035629453682;1,27137156830815;0,00460727505378336
"seul";1,00273586119497;0,683865015285808;0,38745890157645;0,273189161934257;-1,22530546299377;0,524108228614529;0,537989132379689;0,36690813650565;0,207879947610023;0,146571800104363;-0,657402461053438;0,281195220094519;0,401505949794635;0,175094248902486;0,0479621428345887;0,0202938580388229;0,30581154119747;0,0493322592319988;0,00477662331271456;0,00222171667046014;0,000713180049457623;0,000354547829920864;0,00713241557074762;0,0013049379349238;0,00475059382422803;0,942969326306754;0,00422418598743664
"sembler";-0,186855786800399;-0,755250241724087;0,592996741955597;-0,961666808329947;0,643756423815369;-0,969631247373077;-0,103866918727882;-0,419818496497329;0,329627171078168;-0,534558602302249;0,357842790410386;-0,538985769140221;0,0165079353781665;0,252856206465403;0,133018691456282;0,297747212475473;0,0999468354280261;0,199923118796648;0,00011610717122355;0,00189682683770548;0,00116936624788108;0,00307535456137983;0,00137812652371728;0,00312650512644935;0,00332541567695962;0,866597004771932;0,0024973551452531
"propos";-0,44757310163688;-0,258312263154296;1,32685470733441;1,54836227093627;2,76809814797572;-0,0515619330745643;-0,128721197959234;-0,0742901301243926;0,381600964895562;0,445306131357948;0,796099918366521;-0,0148291167860139;0,0277697324967156;0,00867253387641042;0,195262515433746;0,226312058704334;0,541817402335912;0,00016575715288237;0,00028549408262545;9,50953329632697e-05;0,00250908800148523;0,00341675874877757;0,0109202385132921;3,78902557109621e-06;0,00142517814726841;1,60042431774885;0,00365039144443022
"manière";-0,703067546958121;-3,26139988157241;0,0129749485470088;1,16739884837389;0,250550297301455;-0,359723273471178;-0,197392801707344;-0,915668576791706;0,00364283838271838;0,327758165467101;0,07034434367924;-0,10099567971389;0,0430370265192397;0,868297344800764;1,17270248094187e-05;0,0807989041321305;0,00278794524351434;0,00506705227954232;0,00117411870685442;0,0252653899941106;3,9987954821265e-07;0,00323710230685196;0,000149110336051895;0,00030736540018247;0,00237529691211401;2,0194492070882;0,00968687672211202
"lieu";0,265910664979025;-0,222860483709656;0,712831629472458;0,00842390573150419;1,31333268054069;-1,18855800781786;0,137022069323674;-0,114838585548198;0,36731759125715;0,00434078488431183;0,676751952059868;-0,612456359188424;0,034677446317754;0,0228377834155439;0,199378314609801;2,36985288789176e-05;0,431490599929456;0,311592157198567;0,000302316549048116;0,000212352093488701;0,00217252274954263;3,03401277890462e-07;0,00737462449785548;0,00603991982970625;0,00427553444180523;0,850881759172663;0,00309548594433962
"instant";-0,505782515301346;-0,217185280839554;-1,9087223348254;0,285465149738954;-0,442526760091654;-0,971065100683392;-0,22251835692559;-0,0955503806058753;-0,83973989792722;0,125590019737206;-0,19468907004927;-0,427218822586445;0,0674201112237833;0,0116556053688434;0,768202564596183;0,0146246953578516;0,0263261382540615;0,111770885199276;0,00109374991689359;0,000201674591886083;0,0155767166570793;0,000348414805434372;0,000837277624976221;0,00403168972346186;0,00427553444180523;1,16071632072167;0,00576026669582272
"impôt";0,382653560207522;0,970749132707217;0,72814365755123;0,783933903857993;-1,19212077675717;0,354151739125967;0,196813187733381;0,49929296670834;0,374511801988152;0,403206834158007;-0,613152769595377;0,182153623974912;0,0551717520409069;0,332913569918799;0,159833497148726;0,157682300996283;0,273144219327003;0,0212546605682816;0,000347799874440598;0,00223837025808032;0,0012593662376059;0,00145974433638488;0,00337565782987204;0,000297917943767095;0,00237529691211401;0,970743255866215;0,00223834315631767
"immigration";-0,180233830242937;-2,41101523923185;1,05149246486126;0,849616214515533;-0,641666165287299;-0,836980761329146;-0,0608078458117637;-0,813435761307462;0,354755772483621;0,286646140193537;-0,216487310893982;-0,282383152007113;0,00439933193376012;0,738118743868275;0,119799453620892;0,0665699891275373;0,0284432112517837;0,0426692701977515;9,25916396124648e-05;0,0165691054170306;0,00315145768264135;0,00205752316950415;0,00117359278197009;0,00199677946271292;0,00285035629453682;1,61919799783015;0,00747307027888976
"groupe";-0,760588851512504;0,494371552584803;-0,633179988677818;-1,26666592767673;0,903135660200842;-0,582466790297735;-0,381096540318491;0,247707138945426;-0,317257743923231;-0,634668785661233;0,452520274069701;-0,291847662756905;0,207375551181659;0,0821441809772304;0,114984792312943;0,391652239979111;0,1491454004684;0,0546978350806566;0,00137409833977461;0,00058053024229242;0,000952296669981098;0,00381102748773667;0,00193742047678482;0,000805861191923386;0,00237529691211401;0,995240842464503;0,00235274188719585
"famille";0,891321326576376;0,632758053786291;0,299508533138694;-0,617908444017778;0,966838103728955;-0,678203373534996;0,509443894743013;0,361659390097937;0,171187190389602;-0,35317194251835;0,552606287388571;-0,387634131193329;0,363544382399782;0,171781512328449;0,0328424572687877;0,118975050415939;0,218193896835092;0,0946627007519519;0,0026418888125744;0,00133143908903558;0,000298307615183015;0,00126967977022294;0,00310851849489568;0,00152955758247969;0,00332541567695962;0,880871563844272;0,00258030545554688
"drogue";2,30123774952859;0,247289554108223;-0,201049039388859;-0,962935905785777;-0,390624947440601;-2,31941676755955;0,668309790746981;0,0718161477204323;-0,0583872924348533;-0,279649286054983;-0,113442636223943;-0,673589217324588;0,621989113323804;0,00673416205868162;0,00379832576897112;0,0741606215490189;0,00914167962733258;0,284176097672192;0,0176103877714907;0,00020335623040252;0,000134415683455715;0,0030834769171308;0,000507418027050264;0,0178897192358454;0,00332541567695962;1,7387098298699;0,0100531036139684
"côté";-1,30214497484066;0,348798429175229;-2,64606357410958;0,406129865764385;0,978178730057039;-0,129330413862439;-0,412654375798912;0,110535463294751;-0,838546961817396;0,128703999545677;0,309988320095351;-0,040985268334465;0,211435558506489;0,0142239627397435;0,698535204349;0,0140058025330768;0,0608614113899393;0,000938060481750866;0,00402750958551731;0,000288979439893366;0,0166310034162223;0,000391784959301182;0,00227276396184323;3,97300616385506e-05;0,00237529691211401;1,68743610479333;0,00676351688304058
"coup";-0,725839819457923;0,320782772561679;-1,72605716826183;0,0198745961649988;-0,870416006518011;0,997213422298675;-0,313472009704844;0,138538032356367;-0,745440791336819;0,00858333951224552;-0,375910838077522;0,430671461130457;0,137165839645819;0,0251187877679841;0,620587664996494;7,00293035985141e-05;0,100615378438381;0,116442299847722;0,00125140960453851;0,000244421822262134;0,00707665878410463;9,38241265372409e-07;0,00179958200570728;0,0023620774575122;0,00237529691211401;1,16781706766345;0,00323942209863669
"continuer";-1,60659486660528;0,698361939912828;-0,296840554175143;-0,685228516573324;-1,64755500629616;0,102049192733569;-0,637489440296044;0,277106799886514;-0,117784964132325;-0,271895518020811;-0,653742234991673;0,0404926494604378;0,535736729355647;0,0949100088510605;0,0146323317971515;0,0663633534951069;0,287385438374108;0,000972138126927135;0,00613099065416253;0,00115845462973589;0,000209297659389563;0,00111529244637833;0,00644759500895849;2,47364316806964e-05;0,00237529691211401;1,30793955939006;0,00406343442046903
"considérer";-0,296934186971029;-0,778611456780347;0,604370648680117;-0,956102362061382;-0,580813630851759;-0,989006331681097;-0,16372304943412;-0,429309414752092;0,333236824630234;-0,527174037737619;-0,320247997598306;-0,545316570598454;0,0403841526450577;0,260342077709975;0,13385225764276;0,285113740493385;0,0788152779001031;0,201492493608719;0,000293201605579584;0,00201598603534788;0,00121465423605804;0,00303986797490521;0,00112181060165436;0,00325270055521952;0,00332541567695962;0,880464249034717;0,00257791974194673
"acte";0,909997690776109;-1,2963169978929;0,455397990432945;0,32578605681137;0,370622954633201;1,43997607415155;0,405628990066579;-0,577829768131584;0,202992412849005;0,145218246751224;0,165204171732722;0,64186540976821;0,22721865876832;0,432312765124322;0,0455275240146399;0,0198311177339895;0,0192253511089346;0,255884583249794;0,00314715742410585;0,00638646179202304;0,00078817037412015;0,000403369329454447;0,000522038477913705;0,00788040320809091;0,00380047505938242;1,13756260154346;0,00491799970519842
"écrire";-0,522083369357053;0,389859803968529;-0,472952368942424;-1,58301398430346;0,623987599868793;0,420523592708588;-0,270673809457392;0,202122581350232;-0,245201871783803;-0,820712649942129;0,323505996597168;0,218020204216269;0,105704628774707;0,0552641409391917;0,0694028808646147;0,661763157304724;0,0770215840215093;0,0308436080952547;0,000906412024662466;0,00050543214596326;0,000743842091694895;0,00833326979643812;0,00129478559312595;0,000588066814333382;0,00332541567695962;0,956863234588684;0,00304470819380172
"victime";1,10393125485116;-0,804803811800413;0,421530833692554;0,049308632589077;0,420162800346687;-0,862497195773283;0,640897081605555;-0,467235991354784;0,244723464376176;0,0286265640051661;0,24392924048311;-0,500730397146516;0,508967310976332;0,253628525652849;0,05937353778468;0,000691465544783367;0,0376086089188094;0,139730551122548;0,00405256508696474;0,00215390224627996;0,000590887271389443;8,08522030148795e-06;0,000587058171765412;0,00247378141996078;0,00332541567695962;0,922049200956522;0,00282718437192016
"travail";1,71127624693795;0,122541260594691;-1,05527479210812;-0,423824188988394;-0,322645247165742;-0,0838070285530189;0,820698117798794;0,0587686424694477;-0,506091308865724;-0,2032586584444;-0,154735009931598;-0,0401923831496192;0,72991128347835;0,00350918881619901;0,222069728664969;0,0304873802309643;0,0132350814211166;0,000787337388399377;0,0083471726175792;4,2801977809414e-05;0,00317417069888507;0,000512000788137776;0,000296721963473566;2,00198138761611e-05;0,00285035629453682;1,19355406181718;0,00406053576763979
"seulement";0,332176560991365;-1,04831086203117;-0,416498361381803;-0,452457281534009;-0,0257143452959421;-0,349603310563165;0,25399435369778;-0,801576845402075;-0,318469887820006;-0,345965393994407;-0,0196621293649136;-0,267319484108343;0,074847797264847;0,698929614768628;0,0941447377271185;0,0945616438735329;0,000228790632033434;0,0372874157338388;0,000366930581332233;0,0036544843915286;0,000576862800587215;0,00068077108849977;2,19885647410573e-06;0,000406440533632813;0,00332541567695962;0,723496582711941;0,00174067987476057
"service";0,340614340107356;-0,154427632661738;-0,311487579884776;0,873972993669545;1,24794613059055;1,68952049552284;0,146406793848211;-0,0663778705630784;-0,133887193005718;0,375661177015483;0,53640663460457;0,726209233622921;0,0412240032958656;0,00794486555047081;0,02758253499669;0,18481581370534;0,28226837700656;0,456164405445075;0,000330693003382715;6,79749940033503e-05;0,000276554429707766;0,00217718420996781;0,00443905808509999;0,00813628362410943;0,00285035629453682;0,999642835061983;0,0028483205634891
"sentir";-0,89199158308959;-1,21057939078606;0,494317871241348;-1,86117073911142;0,181209375756779;1,02823336950788;-0,335715950344172;-0,455621799969376;0,186044798024994;-0,700482734679346;0,0682011791890992;0,386992825228551;0,152533103192205;0,263415521491967;0,0374786222964352;0,452203396758447;0,00321107287731937;0,0911582833836269;0,00226788309064895;0,00417720416549915;0,000696485010437751;0,00987351027113885;9,35966874930973e-05;0,00301357870452121;0,00285035629453682;1,36092977215311;0,00527922996123336
"santé";-0,395181761050721;1,64263447078633;1,36174276125781;1,78205271337749;4,01744282531795;0,095614114242527;-0,0806099656124246;0,335067863081045;0,27777101065115;0,363506674910662;0,819486018630291;0,0195035581618437;0,010719230397654;0,173645647578702;0,101832961212132;0,148432741587571;0,565087201691281;0,00028221753266085;0,000222568110594512;0,00384548409208857;0,00264276961687131;0,00452595516378537;0,0230021570375753;1,30290624832062e-05;0,00142517814726841;2,27442751651031;0,00737247581167587
"républicain";-1,63086204615386;0,804280362985474;0,739575574221678;-1,85375437638369;0,101440184557454;0,312689279270575;-0,599597036028831;0,295698905324078;0,271909768989009;-0,681544850606127;0,0372951434723183;0,114962246801187;0,436513065304098;0,099538236562961;0,0718218049640655;0,384048408046212;0,000861448060303223;0,00721703706236099;0,00631760335768445;0,00153650095554405;0,00129922097383688;0,00816248286926764;2,44420689858676e-05;0,000232243670714375;0,00237529691211401;1,47087448282975;0,00513888775353845
"réponse";-0,701451982555733;-1,63598836875116;-0,271884923745588;1,36427104578481;1,18284418131068;-0,252793549423967;-0,273731764529393;-0,638421437339424;-0,106099265205094;0,53238757597975;0,461588295372411;-0,0986491250525091;0,0970400852170254;0,494911921164137;0,0116641723635223;0,249962807841235;0,14075265363288;0,00566835978120208;0,000934983152173622;0,00508590582933795;0,000140468240874384;0,00353678952278723;0,00265866101142145;0,000121433878632528;0,00190023752969121;1,3417740054311;0,00342110685349287
"rester";-0,68106739741032;-0,586181607147809;0,821865288447274;-0,551918818096083;0,0464045738417851;-0,461316175185554;-0,48128611112679;-0,414233697268367;0,580782973977213;-0,390021402623571;0,0327924621964444;-0,325995736690913;0,28445467191913;0,197564759325062;0,331407678451597;0,127204386478285;0,000673597872277807;0,0586949059536479;0,0015425033723073;0,00114264234484975;0,00224619376079888;0,00101296944056059;7,16089848649111e-06;0,000707690401147174;0,00332541567695962;0,760922747097157;0,00192542707332503
"quelqu";1,29791564952852;0,295320296402731;-0,0389740734581603;-0,769203422201594;0,28699887932417;2,63050711096964;0,424080084428364;0,0964927545772134;-0,0127343624900878;-0,251329007665742;0,0937738203702627;0,859490120266792;0,31638023469731;0,0153573122197936;0,000228242442258785;0,0756689341377;0,00789083656585328;0,584474439937087;0,00560194547887753;0,000290023060461652;5,05123459071475e-06;0,00196756167842589;0,000273909024766417;0,0230104387772127;0,00332541567695962;1,37498768514914;0,0062870013967613
"pénitentiaire";2,31621182453716;0,150617615607541;-0,281707683941991;-0,794343528598123;-0,425705627248095;0,238183659773903;0,920188587560554;0,0598376234416025;-0,111917309567891;-0,315578153032111;-0,169125058297413;0,0946260109483503;0,894553043023909;0,00354660891366572;0,0105870590589976;0,0716448647542584;0,0154139721933727;0,00425445205579779;0,017840313782841;7,54392697953004e-05;0,00026390239161222;0,00209827624227079;0,000602649390733898;0,000188655672438496;0,00332541567695962;1,45925851849649;0,00708125794139283
"produire";-1,30591460355381;-0,0661764837198991;-4,96343965521536;1,51306869765408;0,175116313342275;-0,414960256520903;-0,243183450351921;-0,0123231837666632;-0,924276654602156;0,281759056460266;0,032609627900319;-0,0772726383984517;0,0739173226901705;0,000177965681590973;0,854300311270612;0,0675698196485694;0,000677978814355708;0,00335660189469995;0,00324068969458454;8,32176151549656e-06;0,0468137448189347;0,00435035987424343;5,82721580970827e-05;0,000327205728250629;0,00190023752969121;2,86219142231809;0,0155670113786057
"possible";1,07972731538986;0,506028541294729;0,171403687873331;-0,524055570273808;0,768652169989172;1,19469529942036;0,558014451943303;0,261520881349834;0,0885832316978684;-0,270837439848027;0,397247539501829;0,617431117322971;0,455445993256253;0,0937931131263341;0,00918284879974298;0,0730604237794111;0,117737460603993;0,250780160434268;0,00443063591676581;0,000973168207524451;0,00011165500889911;0,00104374058236582;0,00224542007954038;0,00542440611290114;0,00380047505938242;0,953350628229209;0,00345416596805711
"pme";-1,60320950319959;0,0558447196032378;-3,20954032553012;-0,42149069406988;0,232778170541656;-0,10910197567794;-0,442640997141522;0,0154185478073408;-0,886143780474904;-0,116372227545196;0,0642693056120878;-0,0301227052408392;0,234326075672779;0,00026657321394941;0,751370494118425;0,0110289670253265;0,00251982745886042;0,000488062510658212;0,00366310790187574;4,44460718417708e-06;0,0146809725907895;0,000253189176039206;7,72242423003138e-05;1,69642390928691e-05;0,00142517814726841;1,97349931667321;0,00555064069298282
"petit";-0,225086399526912;-0,141803251043609;-0,21279558065056;1,02997490799265;-0,0931328465874637;-0,860697725425401;-0,162173038874506;-0,102168163835581;-0,153317597356834;0,742089087322608;-0,067101507607155;-0,62012616478822;0,0434608923266095;0,0161727816212728;0,0310780484834296;0,619686756386399;0,00379535256612076;0,28580616861617;0,000120341774945341;4,77628551224149e-05;0,000107558097730188;0,00251982971756405;2,06026772291783e-05;0,00175962131722674;0,00237529691211401;0,64336428207137;0,00098317719583185
"pen";-1,99138555444194;0,535730894078111;0,526878688738192;-3,06828681456275;-0,632428003518054;0,394089373623667;-0,522965617491635;0,140690403827609;0,138365691256793;-0,805774906340984;-0,166084413257434;0,103493365292462;0,355933399414625;0,024152586006112;0,0199346081672269;0,575398519612132;0,0183116071317259;0,00626927966818015;0,00941951645235167;0,000681728244346157;0,000659385160680467;0,0223619571886451;0,000950036056137367;0,000368898894069108;0,00237529691211401;1,9889689011916;0,00939666814704828
"midi";-0,587818961349325;1,60175234443787;1,38164709802572;1,79179049434748;1,87444522965048;0,0617077167034924;-0,17297806090944;0,471349229636977;0,406578643412653;0,527271941954257;0,551594831785638;0,0181587901724318;0,0418396409161691;0,291275341151597;0,184936837119182;0,264724427723039;0,217016381203903;0,000207371886109715;0,000656591223414345;0,00487526949722038;0,00362745596861356;0,0061007376259078;0,00667656991726259;7,23580484704699e-06;0,00190023752969121;1,71240555598829;0,00557212881364287
"mesure";-1,37507754265017;-1,88015930239302;0,77766846666399;-1,60481404573198;0,308755339115835;0,07835027914962;-0,465994071904454;-0,637159041563996;0,263540697984215;-0,543848480267384;0,104632759414814;0,026551786705363;0,252306564746642;0,442257985979876;0,064564166884555;0,234014301925615;0,00648857554014168;0,000368404923170439;0,00359304180199684;0,00671733777173395;0,00114920331409695;0,00489392517126581;0,000181149376593889;1,16651140006145e-05;0,00190023752969121;1,63124774975794;0,00505647357926903
"marine";-1,99138555444194;0,535730894078111;0,526878688738192;-3,06828681456275;-0,632428003518054;0,394089373623667;-0,522965617491635;0,140690403827609;0,138365691256793;-0,805774906340984;-0,166084413257434;0,103493365292462;0,355933399414625;0,024152586006112;0,0199346081672269;0,575398519612132;0,0183116071317259;0,00626927966818015;0,00941951645235167;0,000681728244346157;0,000659385160680467;0,0223619571886451;0,000950036056137367;0,000368898894069108;0,00237529691211401;1,9889689011916;0,00939666814704828
"maladie";1,11133202767493;0,0622409260816142;-1,8557281151253;0,00289260968388597;-0,23127842701922;0,446735758897876;0,50022812799764;0,0280156255406259;-0,835292584020848;0,00130200938258334;-0,104102079048426;0,201082832869149;0,300430470066178;0,000883528624784078;0,670213871640499;1,38597304148718e-06;0,00663701511502256;0,0218337285804726;0,00176017892028894;5,52104448384365e-06;0,00490792423363398;1,19247374584003e-08;7,62323669422587e-05;0,000284426847902225;0,00142517814726841;1,20817224166719;0,00208030427392179
"islamiste";-0,552355782809198;-4,06020573103554;1,2570785994876;1,08098138605384;0,26940879329125;-0,345914027708747;-0,124348416105591;-0,914048820398639;0,282998273271477;0,243354604729202;0,0606503231672652;-0,0778734699499773;0,0170327655035953;0,862890431699518;0,0705830830163799;0,0444224578058459;0,00206688889065829;0,00300437308400253;0,000434817450075196;0,0234944473800483;0,00225213292915398;0,00166535024749864;0,000103440994635602;0,000170531849737322;0,00142517814726841;2,52193177150768;0,00906433234224208
"heure";0,0797351248608941;-0,907903399427973;1,0153846008757;0,93576722089661;1,64012372593631;-0,819763361631742;0,0322855808254238;-0,367619523203192;0,411139778832168;0,378901874133228;0,664103144126164;-0,331930705769336;0,00164080241981695;0,199456609086422;0,212885693642584;0,153890348082464;0,354124841738798;0,0780017050299148;1,51014017496018e-05;0,00195793012516121;0,00244894510141452;0,00207995318694671;0,00638956255672021;0,00159622795504459;0,00237529691211401;1,17294742511327;0,00326794694080726
"emmanuel";-1,70512893925292;0,631949470968942;-0,197657406172556;-1,2861253433974;-1,31494552442339;0,168810091612639;-0,6559357439704;0,243100821790831;-0,076035632722215;-0,494751783598359;-0,505838444816442;0,0649385336689916;0,545046610240177;0,0701933739912241;0,00585967834906062;0,211156560859091;0,165341150625032;0,00240262593541687;0,00828731030730012;0,001138318671329;0,000111359002987732;0,00471482679029668;0,00492849899914806;8,1226167307176e-05;0,00285035629453682;1,3762502638666;0,00539875949299634
"dernier";-0,0324796872520142;0,501577832458803;-0,903507488908542;-0,0955200863541953;-1,19125180321118;-1,40024747781748;-0,0153832704676661;0,237561014594467;-0,427925920702331;-0,0452409320348454;-0,564209517835064;-0,663195599939092;0,000421644360231181;0,0942782480072534;0,26104449105217;0,00248330936373962;0,289318364186922;0,352453943029683;4,00923547359107e-06;0,000956124739245874;0,00310242577677461;3,46758646921156e-05;0,00539318141056114;0,00745156484231533;0,00380047505938242;0,942531128603536;0,00337620875396354
"capable";-0,352245286950605;-2,60755171242235;0,860975502446415;-0,168986004613674;0,175442075094761;-0,746543084342213;-0,12240376362368;-0,906113311570369;0,299185385273894;-0,0587219296630157;0,0609653871467085;-0,259420598702095;0,0168172966270675;0,86405995672107;0,0803851437244034;0,00263563989940677;0,00212803885860583;0,033973924169446;0,00035366292307529;0,0193805014716106;0,00211290873865897;8,13955432454894e-05;8,7733743601584e-05;0,0015885793162352;0,00285035629453682;1,61854250953734;0,00746702096488196
"abattre";-0,552355782809198;-4,06020573103554;1,2570785994876;1,08098138605384;0,269408793291251;-0,345914027708747;-0,124348416105591;-0,914048820398639;0,282998273271477;0,243354604729202;0,0606503231672653;-0,0778734699499773;0,0170327655035953;0,862890431699518;0,0705830830163799;0,0444224578058459;0,0020668888906583;0,00300437308400253;0,000579756600100261;0,0313259298400643;0,00300284390553864;0,00222046699666485;0,000137921326180803;0,000227375799649763;0,00190023752969121;2,52193177150768;0,0120857764563228
"traiter";-1,00072144654282;-1,24881326975103;-0,157856272228395;0,23329494112429;1,01589572203663;-0,101711922337577;-0,521469960411395;-0,650749125631367;-0,0822579593092688;0,121568598467183;0,529377184612863;-0,0530014743842843;0,32815584996592;0,479138382366208;0,00653289717503272;0,012144598850651;0,172503630558473;0,00152464108371632;0,00237872544791151;0,00370435767863719;5,91890800043827e-05;0,00012927916758714;0,00245141120677512;2,45731951202024e-05;0,00237529691211401;1,04095065647957;0,0025738201169246
"rn";-1,72535158887674;0,72021482352948;0,666022700824795;-2,25989689323937;0,142550467954614;0,344343497060144;-0,569290880246765;0,237639524313301;0,2197584840454;-0,745667549682874;0,0470354459373139;0,113618356868493;0,404489231483485;0,0660827451730927;0,0482234428224246;0,472550027890865;0,00140843005179476;0,0072461225783397;0,00848504923108645;0,00147850658061264;0,00126437882569298;0,0145571514529396;5,79210524866875e-05;0,000337973712021689;0,00285035629453682;1,61652020621408;0,00744837314137311
"rencontrer";-1,64931812926383;-1,15347715951217;0,61786508905612;-2,50007918966058;0,321870854390696;0,219771714769076;-0,501064589666674;-0,350427579352943;0,187708066639304;-0,759526698382083;0,0977847055212581;0,0667668790679334;0,316162447285468;0,144987858116792;0,0354990829818411;0,494683863973088;0,00614201630998546;0,00252473133282742;0,00387684127057246;0,00189621314610395;0,000544072116305454;0,00890792772623361;0,000147649663049211;6,88355438658527e-05;0,00142517814726841;1,74785862500457;0,00435393316817509
"remettre";0,100601474018013;0,202926295648242;0,719545789562979;0,0903055971522994;1,68584107996937;0,314101490605907;0,0536366086669387;0,108192036092506;0,383632509458285;0,0481472664508355;0,898821803195205;0,167466122119787;0,00515677761977376;0,019672456186143;0,211064400572326;0,00282955309626638;0,738667889920238;0,0226089226052527;3,36553900342894e-05;0,00013693756306823;0,00172172114154141;2,7119100303674e-05;0,0094510313674043;0,000328084667366257;0,00332541567695962;0,834780227547631;0,00231734261193887
"protéger";-0,0429398310262933;0,199958939857637;1,05224090264407;1,08377171113733;0,675332455807672;-0,758582851272715;-0,0234426237431626;0,109165827604071;0,574461682272255;0,591675650333111;0,368691824924768;-0,414141647402213;0,000831884443046844;0,0169136059410032;0,39966958615206;0,360858348425486;0,104960000735051;0,116766574303354;4,37964154053829e-06;9,4972868477411e-05;0,00262995467267747;0,00278993140584689;0,00108331098780813;0,00136685972029701;0,00237529691211401;0,887127089693843;0,00186934554220586
