"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"length";1,02899899938814;0,881177709661698;0,19116012360221;0,356525502456012;0,727800381344588;0,623247907437688;0,135205584202019;0,252166811436013;0,644769847000979;0,310252416715133;0,0127691559298068;0,0322085803540709;0,000409086268739475;0,000299993609065827;1,41182088716796e-05;4,91095775965659e-05;0,00038635363037638;0,596092479000309;0,000137281584152237
"explain";-0,716507011006774;1,10502412824063;1,36007320581873;1,44832726773465;-0,300589085553996;0,463579821439895;0,570578033352528;0,607602385327057;0,158013666329248;0,246609973576958;0,326716525380847;0,268659834712943;0,000200653475940511;0,000477253718372801;0,000722986800592943;0,000819859084604003;0,000390846114450524;0,838444207737836;0,000274760397789491
"excite";-0,888076937958447;0,847305959475148;0,190199753342264;-0,227409205665506;-0,703296532502009;0,67100869057253;0,150625268251939;-0,180092623699085;0,605727565035842;0,361801221406363;0,0159436893063333;0,0165275242514581;0,000304709631459491;0,000277373853072143;1,39767081356434e-05;1,99802574491757e-05;0,00038635363037638;0,530778072336766;0,00010884561640621
"consent";-0,866419815898386;-0,245979038066623;-0,230214716065364;0,911871269651611;-0,665356262585212;-0,188896526186456;-0,176790512246699;0,700260138100747;0,643367522452664;0,0340260810190862;0,0260652151914964;0,296541181336745;0,000286656784448002;2,31047710598462e-05;2,02381884368391e-05;0,000317521061014059;0,000381861146302236;0,502458108502086;9,64062500245153e-05
"complete";0,0501481650472669;-0,150680395122379;0,244256864558661;0,0608727402634913;0,168489057378902;-0,506259754783067;0,820660313872399;0,20452175303721;0,0472794166412656;0,280084367774357;0,643647879439235;0,0289883361451413;9,82914839626807e-07;8,87399744943057e-06;2,33184325808891e-05;1,44827656686713e-06;0,000390846114450524;0,107280315323728;4,49827374892583e-06
"shake";0,204565111404757;1,12368896614257;0,278804294361575;1,3281685586327;0,115327366728977;0,633500446863667;0,157181079807059;0,748779600722122;0,0253767986105122;0,502434306844918;0,0270498828143567;0,445139011730211;1,61676958639833e-05;0,000487839801460184;3,00319764759301e-05;0,000681540059175359;0,00038635363037638;0,597329824719277;0,000137852103277393
"parsonage";1,43091781981896;-0,454652089277425;0,78973564191915;-0,176473997059028;0,838954424579137;-0,266564841572596;0,463026039552533;-0,103467605620125;0,801688882367683;0,0531065650902117;0,140130517189291;0,00507403535281062;0,000791069028852924;7,98625880142871e-05;0,000240961953305574;1,20322387884091e-05;0,00038635363037638;0,743383318255153;0,000213506263313313
"justice";-1,20432504872482;0,658231349583644;0,0173100796384659;1,49608253944083;-0,593167862120663;0,324199586172139;0,00852575718088658;0,736867577748884;0,54398535304222;0,106627750306049;6,44897465690251e-05;0,34932240690516;0,000560366850754289;0,000167394861601951;1,15766560238563e-07;0,000864761022195096;0,00038635363037638;0,759540901351367;0,000222888329204766
"confess";-0,906567885000363;1,16455413517836;0,0471427054179727;1,03385606695726;-0,502940514047472;0,646064641240277;0,0261535588109811;0,573556719104795;0,380882288379427;0,412403967269314;0,000591033220670999;0,206122711130587;0,000310146220156781;0,00051178222250342;8,38677199864162e-07;0,000403353652135654;0,000377368662228092;0,683291456839356;0,000176188603732044
"astonish";-0,272479942685324;1,2487870460598;0,697507205359961;0,816167841541369;-0,163235974004543;0,74811733949622;0,417859263034307;0,488945906448057;0,0448914132643378;0,618705993308965;0,168804634819212;0,167597958607481;2,66836731145665e-05;0,000560471202784177;0,000174853338914459;0,000239406253741358;0,000359398725931517;0,598210387178052;0,000128612870904953
"amusement";-0,315418137090381;-0,77552903337935;-0,500743470570049;-0,117103522317608;-0,321022156473618;-0,789307821674189;-0,509640156540583;-0,119184095156466;0,154550172962054;0,613063762473604;0,223521617424572;0,00886444713975974;3,79908313003637e-05;0,000229668584675311;9,57494001728513e-05;5,2365516133912e-06;0,000381861146302236;0,37320973549141;5,31877232386017e-05
"ah";0,352139768378836;-1,02516285063852;0,538507252722484;0,491829186405577;0,2695365963716;-0,784685316173798;0,412186935569539;0,376458374781904;0,114745761799554;0,638124734318876;0,153986408368298;0,0931430955132688;4,73517048989709e-05;0,000401320358940451;0,000110735937199345;9,23706642184049e-05;0,000381861146302236;0,483557136260922;8,92896387254526e-05
"profession";-1,18003005948223;-1,04552077204475;-1,67567588912077;0,337282400937105;-0,50746430473486;-0,449619454528424;-0,720613592171337;0,145046117864111;0,369516601859963;0,190338437239175;0,427583193620744;0,0125617672801091;0,000512963589248108;0,000402685257247355;0,00103438077486912;4,19071146325402e-05;0,000368383694079804;0,902977943553415;0,000300368705610233
"joy";-0,297436671861925;0,923870267549544;1,41792002599606;0,430028255418902;-0,167922056156555;0,521583952569386;0,80050669186261;0,242778499380467;0,0470780696126512;0,298033412517916;0,613939907066588;0,0409486108028403;3,25903800147375e-05;0,000314428844638622;0,000740634385517553;6,81230969280718e-05;0,000368383694079804;0,637655689535715;0,000149786570296486
"dislike";-0,97577557297648;0,279334744622875;-0,252722388035954;0,548448715082285;-0,826207683621301;0,236518025969662;-0,213984838933309;0,464381928613964;0,817177744271608;0,043942009714471;0,0314555186321177;0,107424727381799;0,000350752102226661;2,87442058788161e-05;2,3528152798354e-05;0,000110808339093523;0,000368383694079804;0,502102896162929;9,28722252328746e-05
"comprehend";-1,20283161176684;0,551164421087783;0,322960223855788;0,452629521432079;-0,838100728391625;0,384036550302074;0,225030001046835;0,3153800813786;0,807710652080034;0,111281212083972;0,0334146555999967;0,0475934802359935;0,000545978447066457;0,000114637889620271;3,93607991240121e-05;7,73128324592484e-05;0,000377368662228092;0,622555361435419;0,000146258726454292
"cheerful";0,317928318292198;0,838648296489436;-0,275296914365798;-0,185438138152258;0,332442973292061;0,876935828582061;-0,287865281210283;-0,193904104988919;0,16292993695082;0,743901707468864;0,0701032127848113;0,0230651427954936;3,85979196367779e-05;0,0002685747686029;2,89406418863178e-05;1,31311749728967e-05;0,000381861146302236;0,366378362747418;5,12584072284323e-05
"card";1,57444132654643;-1,67427043263697;1,80446586510148;0,465702717834971;0,532105605198988;-0,565844320016196;0,609845781498179;0,157391083642317;0,394915570169539;0,293032549851445;0,297674345834574;0,0143775341444409;0,000879764835387503;0,000994866604879681;0,00115560917008993;7,69717184223806e-05;0,000354906241857373;1,16540104139423;0,00048201931496508
"suit";-0,402801591269875;-0,843844134983044;-0,949935481217633;-0,0221317106542924;-0,302151208389844;-0,632987879402347;-0,712569562194184;-0,0166015310337949;0,141391947271534;0,407174101260795;0,451256333107833;0,000177618359829096;6,12277340902345e-05;0,000268714006793551;0,000340528959235194;1,84839931825506e-07;0,000377368662228092;0,498287381330451;9,36969837867384e-05
"lord";0,669631759488108;-0,864384690562255;-0,393146292314421;0,531997049411871;0,523989614543694;-0,676384586614325;-0,307638595765819;0,416289886060369;0,391576054399438;0,428125923331038;0,0774542367417078;0,102843785527812;0,00015712787441971;0,00026181545628236;5,41613545671713e-05;9,91744032879102e-05;0,000350413757783229;0,497770356600626;8,68238837390249e-05
"astonishment";-0,0672415476462919;1,38422611099814;0,610611305597646;2,41769878055459;-0,0235700079674825;0,485209243496981;0,214036021503813;0,847469778958707;0,00115694922411475;0,321711307364031;0,0547471291766034;0,622384614235251;1,68593194596031e-06;0,00071446130573434;0,000139025453612694;0,00217956096597436;0,000372876178153948;0,919563237439623;0,000315302808948069
"arm";2,43578374867411;0,538454673634815;-0,059676459590405;0,1375952855439;0,974666810181573;0,215459972366054;-0,0238792399134656;0,0550580724294991;0,967363569000681;0,0310187238060875;0,000333204717292407;0,00128450247593119;0,0019457492130617;9,50840579522351e-05;1,16792648290117e-06;6,20892643146374e-06;0,000327951337412509;1,15197993360578;0,000435210369652447
"trifle";-0,476220853182368;-0,217545747398952;-0,17637748615965;-1,33762062417987;-0,329058692878926;-0,150319581349905;-0,121873170108196;-0,92426799712604;0,222291450469088;0,0304383069113227;0,0174978629150625;0,729772379704527;8,15067076401852e-05;1,70089588080069e-05;1,11805412990458e-05;0,000643046599362551;0,000359398725931517;0,469837934297454;7,9336436563393e-05
"term";-0,651334298482737;-0,489293027925011;-0,575295486869323;0,320498925907075;-0,621778384097433;-0,467090139367837;-0,549190022753937;0,305955489707327;0,521179686987266;0,192988305355511;0,233321247107276;0,0525107605499369;0,000156281760546825;8,81938808253327e-05;0,000121922071445777;3,78402115224233e-05;0,000368383694079804;0,419673220227022;6,48818034880046e-05
"motive";-1,37079821498156;0,670246294087363;0,195458101535252;-1,08244066772174;-0,728756382308858;0,356322512822646;0,103911237562929;-0,575457085114086;0,700280663287568;0,109851823417543;0,00817005907969737;0,181697454215189;0,00067534174189659;0,000161452723698876;1,37304220080559e-05;0,000421099508212398;0,000359398725931517;0,761971122360149;0,000208666897152946
"intention";-1,07548748654013;0,276243392341436;0,0225199132833006;-0,373181677554852;-0,917928327189113;0,235773673057569;0,0192207409079999;-0,318510477623087;0,914375684155339;0,0395832177780708;0,000230059485108861;0,0458110385814774;0,000426099595513635;2,81115114001679e-05;1,86824499005206e-07;5,13027947111672e-05;0,000368383694079804;0,523171499236075;0,000100829717980986
"indifference";-1,0835521941756;1,591077819221;1,03067358036201;1,99385118697451;-0,366446888896038;0,538087154434334;0,348563852319412;0,674301218082414;0,230256938574991;0,325768621798065;0,119549595908649;0,324424843718293;0,000432513901161875;0,000932573867215644;0,000391329588394171;0,00146448821430754;0,000368383694079804;1,05037535257964;0,000406433449541128
"income";-0,909337980452749;-1,9186544724693;-2,85242682415276;0,166312356530616;-0,255446840663678;-0,538979162701966;-0,801289989109847;0,0467196652425372;0,104368025692657;0,304876325012615;0,589302930990747;0,00145271830397383;0,000304614842003372;0,00135610694244934;0,00299729453869372;1,01894192774778e-05;0,000368383694079804;1,30931048622494;0,000631517937796003
"finish";0,911856616012261;0,633351394889165;0,128803035170006;0,614073150428189;0,715034866614381;0,496644233547478;0,101001253327611;0,481527145274328;0,659318169397084;0,208710718571208;0,00754895613692923;0,124422155894771;0,000306304590553012;0,000147771220839107;6,1115672177079e-06;0,000138912272542376;0,000368383694079804;0,52237222963246;0,000100521870292449
"colour";0,472084151752335;2,52281146344192;-0,629221098013982;1,82181956046984;0,147078941213723;0,785987916661823;-0,196035330865722;0,567592220670284;0,0370982869779626;0,695181104498001;0,0378193741322395;0,229901234391794;8,20992596365093e-05;0,00234460663704353;0,000145850173837774;0,00122267524683803;0,000368383694079804;1,14010156631398;0,000478836759678836
"vanity";-1,40513395655773;-0,356808678494327;-1,27652436680323;-0,774965438712137;-0,675123993284044;-0,171435683223841;-0,613331009487406;-0,372347247889574;0,608832150842843;0,0257600256729594;0,288345454285291;0,0770623691989022;0,000682987459509743;4,40400789992671e-05;0,000563683717199317;0,000207750434433402;0,000345921273709085;0,837664266351753;0,00024272653162458
"sudden";1,29109581202166;0,947682627011223;-0,000722257348365112;0,344804356850267;0,788085944613882;0,578466254284292;-0,000440866478955854;0,210468862763817;0,722958348425898;0,255585095436483;1,2982939738625e-07;0,0214564263082115;0,000606580590947684;0,000326811555049329;1,89825915607158e-10;4,32630421517967e-05;0,000363891210005661;0,706322243547377;0,000181542090308426
"propose";0,527902657805451;-0,623130031594838;1,06599545597473;-0,30716642093858;0,383215907282542;-0,452343508565206;0,773829056892099;-0,222978719554182;0,2275302670311;0,208018613719568;0,532396212214719;0,0320549070346138;0,000102661615864223;0,000143040086321201;0,000418611452227015;3,47574473367737e-05;0,000368383694079804;0,514796173067555;9,76272414530939e-05
"picture";0,996254038715375;1,3073907303288;-1,02580705409823;-0,579643584496863;0,49261233891334;0,646458413730845;-0,507225258373584;-0,286613223935636;0,347310235971127;0,392465557445125;0,211300987264172;0,048923219319565;0,000343334512356872;0,000591273035997039;0,000364006076724;0,000116224942041226;0,000345921273709085;0,786343593646661;0,000213895662235838
"improvement";0,330634754973566;-0,505087944269414;-1,84911893833876;-0,0233165928811332;0,169965371336106;-0,259644392229742;-0,950553994314666;-0,0119860761995557;0,0488240179421115;0,0747625093032599;0,876312435332347;0,000101037422278796;3,87981165463488e-05;9,05414911644424e-05;0,00121350991941258;1,92949570892191e-07;0,000354906241857373;0,696037749433579;0,000171940911894698
"choice";-0,678548340080836;-0,384109921358999;-1,62245776277559;0,381374817236891;-0,36876623885903;-0,20874971264556;-0,88174653380644;0,207263283454859;0,216333208256042;0,0454868653682475;0,709743095269931;0,0284368311057753;0,000165477182611017;5,30258431714841e-05;0,000946070133782857;5,22733770802347e-05;0,000359398725931517;0,678609986393948;0,000165507251276708
"supply";0,357315014449408;-0,192030188254493;-0,913781407293752;-0,318025855891932;0,340580236116419;-0,183036492205552;-0,870984635041033;-0,30313117756247;0,189676863008669;0,0359471278022452;0,711851217347129;0,0625247918419533;4,64594534606928e-05;1,34187042296088e-05;0,000303847872294741;3,68041189173089e-05;0,000363891210005661;0,381632309911168;5,29982875433247e-05
"period";-0,587249269112578;-0,22766044471574;0,070403019727478;-1,27426079051954;-0,412637178066069;-0,159968123258337;0,0494694585683803;-0,895373403384213;0,326147119668123;0,0321630399932996;0,00268994823690586;0,638999892101672;0,000125492142779832;1,88602187172235e-05;1,80365778110174e-06;0,000590864917934417;0,000363891210005661;0,478318039859181;8,32539957394766e-05
"lie";0,0913767898730316;0,150653661777163;-0,314727713961061;-0,685298119069569;0,117993156398818;0,194536283238089;-0,406402068053059;-0,884912768937793;0,030306838051147;0,0540557094952151;0,206315368328406;0,709322084125228;3,03838888706575e-06;8,25906623878589e-06;3,60447103190005e-05;0,000170895506940993;0,000363891210005661;0,244155567666312;2,1692261422227e-05
"fortnight";0,250286387729464;-0,746151595628246;1,52993339290897;-0,422683902217366;0,141273052059929;-0,421161990350541;0,863564182716472;-0,23858207178008;0,0339439140836216;0,197949749400745;0,727822164428973;0,0402841720866628;2,16696417826405e-05;0,000192588972217178;0,000809696606282389;6,1802876321531e-05;0,000345921273709085;0,631913043856249;0,000138131240350893
"exclaim";0,45207285149397;0,0695402424859233;0,604516124095849;0,903582419892724;0,383290640847272;0,0589597982250429;0,512539896703569;0,766103701282825;0,269976491354149;0,00419174495057794;0,277024158292867;0,448807605402404;7,43683967568262e-05;1,75972160671483e-06;0,000132980310734527;0,000297103050184077;0,000363891210005661;0,404712391640815;5,96025127171346e-05
"eleanor";0,173656123654314;1,32092538945515;0,454735166874208;0,63012706033711;0,11259188077949;0,856436679792495;0,294832607209763;0,408549893665924;0,0206699999903556;0,784747969213711;0,0813336243071642;0,113248406488762;1,0160802610125e-05;0,000587901252226218;6,96730612658406e-05;0,000133783967279808;0,000336936305560797;0,561850683798033;0,000106362769510067
"connection";-1,51950334132078;-0,679130762252983;-1,63248234650534;0,91082250296615;-0,607087566654345;-0,271333290743475;-0,65222609809114;0,363901152398326;0,514685076760837;0,0674618763987015;0,340900795823796;0,0769522510166577;0,000840184922985737;0,000167833391606709;0,000969769569457305;0,000301883286093387;0,000363891210005661;0,98521705403076;0,000353211964957713
"visitor";0,802289264231665;-0,742798861442886;0,696912710751376;0,237406743220946;0,608657020754828;-0,563524606625369;0,52871306293539;0,180108705772538;0,49215037359905;0,276816306580853;0,21310095665034;0,0179323631697559;0,000231333481945205;0,000198298300425294;0,0001745554063117;2,02564172356042e-05;0,000359398725931517;0,531965075128089;0,000101705110166863
"perry";0,573546122573449;-1,69887490774121;0,981656249767348;0,0257288552466605;0,28054930224665;-0,831002340025588;0,480175813381119;0,0125852343917316;0,118498741220882;0,68220232945562;0,199199701484022;9,92278394740978e-05;0,000107881282938847;0,000946525263516302;0,000316029975954574;2,17095256108267e-07;0,000327951337412509;0,775019320288351;0,00019698559313313
"fire";1,97259679035135;-0,36327808028947;0,311602705591111;-0,203644192975078;0,966950350958186;-0,178075858659767;0,152745024733198;-0,0998246701155662;0,960607001114641;0,0213776934196458;0,0137551177907356;0,00426018767497292;0,0013460274467975;4,56515638276314e-05;3,35876571342486e-05;1,43456863823835e-05;0,000345921273709085;0,936195389127587;0,000303186784504655
"extraordinary";-0,805042774280167;0,088186907679624;-0,228757401192916;1,25536711631527;-0,532668357064374;0,0583501606735063;-0,151360689087236;0,830632061704069;0,48401178725357;0,00381100577816854;0,0224264795465825;0,489750727421676;0,000230012559212;2,76008124298709e-06;1,85722253944059e-05;0,000559313284011845;0,000354906241857373;0,538259912764543;0,000102824761500554
"cease";-0,538920249603744;1,11932150995147;0,530456380655768;0,118773898986949;-0,397426151465318;0,825442429152458;0,391184480522402;0,0875896825246806;0,226924995997992;0,642327305948919;0,126161097427876;0,00458660062520835;0,000103077206929225;0,000444655160375229;9,98649279427788e-05;5,00674720506569e-06;0,000354906241857373;0,526240639018834;9,82839052366242e-05
"beautiful";2,76394236326904;2,10603649069461;-2,46554543631905;0,0533525080621968;0,648653225533292;0,494253201851915;-0,578624222133089;0,0125209833984755;0,544144220817748;0,207300902694433;0,248470507798202;8,43686896095413e-05;0,00267694293746872;0,00155422157205812;0,0021301352025984;9,97449298224967e-07;0,000350413757783229;1,74290221318395;0,00106445471903231
"affectionate";-0,735789435086939;1,051641131112;-0,127904345607147;1,37188849163097;-0,390749202843847;0,55848577604442;-0,0679250322211426;0,728556716001381;0,262856722025476;0,352338801710633;0,00455801093948031;0,38024646532441;0,000192141303584369;0,000392508227638997;5,80609633858149e-06;0,000667961241740978;0,000354906241857373;0,667567297209733;0,000158162581237629
"spring";0,389784348664158;0,658398879057541;0,216964421695571;-0,62161575854922;0,386152170527688;0,652263635244431;0,214942653937129;-0,615823275666761;0,243412083271958;0,455706118121982;0,0432775988648458;0,257604199741201;5,32390064429242e-05;0,000151900538862906;1,64952231505436e-05;0,000135402031499431;0,000350413757783229;0,367497491816711;4,73249220838961e-05
"plain";0,380751776548266;-0,339210939546988;-2,38001717984826;0,0764168749673093;0,156351304336511;-0,139293041057319;-0,977326471818596;0,0313797040759028;0,0417374688235508;0,0217367837060616;0,935826169145549;0,000699578324837159;4,49385974409984e-05;3,56677190044484e-05;0,00175588399763573;1,81014841282374e-06;0,000309981401115933;0,866921819932234;0,000232967588925795
"neighbour";-0,0661891977361076;-1,32204689042227;-0,780891031260389;-0,100864455731888;-0,0429749845471827;-0,858371858699146;-0,507012943943597;-0,0654887591132298;0,00291021674436725;0,761830178263437;0,232447425951497;0,0028121790406898;1,55484775806632e-06;0,000620307961838775;0,000216418562106482;3,610687781239e-06;0,000354906241857373;0,570723163176987;0,000115601810425945
"lively";-0,814381206749936;0,784876259207332;0,119843530572564;0,517598396382531;-0,651709777530515;0,62809839917396;0,095904964408025;0,414208890088238;0,5586593157291;0,340492302379495;0,00694246212845408;0,0939059197629486;0,000235379764246526;0,000218633155606693;5,09733089745307e-06;9,50822569120627e-05;0,000354906241857373;0,506821780119789;9,11641689690629e-05
"glance";1,10518433546617;1,75335033921087;-0,726000393646514;0,460438652690334;0,492544823244175;0,781411394640753;-0,323554835232977;0,205202578001151;0,336545976734841;0,555809183807817;0,0833376873920133;0,0243071520653201;0,000428006722544471;0,00107725508386052;0,000184694882085059;7,4289031714784e-05;0,000350413757783229;0,886162909602847;0,000275174563482174
"folly";-1,45771391412819;0,950935890721865;0,385606240612134;-2,79496220637449;-0,43972290415889;0,286852095932157;0,116319048847913;-0,843107064074615;0,350981996950152;0,0980067693952995;0,0140935733653353;0,536917660289213;0,000706419801534526;0,000300621989143737;4,94317941504611e-05;0,00259698921082586;0,000332443821486653;1,14453987655639;0,000435491941148691
"fellow";0,548624142043967;-1,32347590375221;-0,2261886563991;-0,168364911473364;0,375727221141953;-0,906387243026758;-0,154906116610259;-0,115305316477721;0,201805981408382;0,770601119422251;0,0196842384455256;0,00790866072383674;0,000104118307730567;0,000605911713799919;1,76977849260966e-05;9,80574158777139e-06;0,000345921273709085;0,568079277130003;0,000111633660444801
"emma_s";-0,564353522324508;0,621983679201085;0,592778548990215;-0,123406805224587;-0,545078515856263;0,600740364566734;0,572532710319869;-0,119191952521742;0,408159804400318;0,325311251625821;0,258407719039354;0,00812122493450215;0,00011303582735674;0,000137300340881645;0,000124709229553773;5,40495218417114e-06;0,000354906241857373;0,410900976047568;5,99222322130457e-05
"eat";2,08241614414186;-0,87071541895912;1,09624605402721;0,174588925907578;0,827892844623414;-0,346164750541056;0,435827520175985;0,0694102007017118;0,783287287078513;0,0898569881346572;0,124564672570069;0,00229105221675756;0,00151955419191823;0,000265664557820185;0,000421111629494409;1,06810644395887e-05;0,000350413757783229;1,09448051074044;0,000419756291249861
"dreadful";-0,113754302937228;0,845321919559518;0,501723661255939;-0,326568208216576;-0,109163233984526;0,811205133471265;0,481474335608021;-0,313388072406595;0,0192949301611792;0,699141623155855;0,215391956032336;0,066171490650621;4,59250147579014e-06;0,000253605050753098;8,93393530322518e-05;3,78496130839332e-05;0,000354906241857373;0,380931842674013;5,15001142541061e-05
"deep";0,00701243321247703;1,91348010537082;0,404647736203959;1,81807689668491;0,00262606662823445;0,716573847657347;0,151535406333015;0,680846565134244;1,27001725964902e-05;0,620488022955945;0,0242671708614211;0,355232106010035;1,67894942654261e-08;0,00125010945774546;5,59054784564685e-05;0,00112855995117441;0,000341428789634941;0,915303189925756;0,000286042187305624
"conceal";-1,07112600385471;1,37684509120779;0,549453366444633;1,44493476022477;-0,459547863344929;0,590711286575507;0,235733349436599;0,619923967249873;0,33417806329544;0,36231000463008;0,0504604663550028;0,253051465719476;0,000402033529468147;0,000664280203438878;0,000105789563725853;0,000731606620043013;0,000350413757783229;0,861891590784613;0,000260307352905685
"venture";-0,353874471185092;0,574384162465807;0,838578878996833;1,91993534866365;-0,160777132529451;0,260962138077716;0,380994727066235;0,872291518985046;0,054945569793461;0,094984443199716;0,177057702658542;0,67301228434828;4,38813131791928e-05;0,000115607513927333;0,000246416048192528;0,00129167828404073;0,000350413757783229;0,702237378320911;0,000172802106839628
"secret";-0,872347744717143;0,599955535121538;-0,24469215294674;0,66247799015278;-0,685447006403837;0,471414900783418;-0,192266793539126;0,520541903052541;0,626764158771522;0,194525415048577;0,0282981290825487;0,150412297097351;0,000259824095286461;0,000122896147036065;2,04427926100525e-05;0,000149845272762078;0,000341428789634941;0,512552805866103;8,96968866586358e-05
"quit";0,945299848713344;-0,422504555638379;0,176498567604925;0,0456480659443185;0,899129314138862;-0,401868499025729;0,167877987342439;0,0434185134802945;0,868013830449522;0,113779393340502;0,0173645130621598;0,000842263147812605;0,000293054627215268;5,85426258842036e-05;1,02162562277559e-05;6,8336726275349e-07;0,000327951337412509;0,471962307011859;7,30506419962657e-05
"inquire";0,700832749237692;-1,07617860714519;0,98462615527318;0,482515138356807;0,415018358471641;-0,637290251412347;0,58307482222285;0,285735278319082;0,257921461736738;0,399062361836697;0,292142144285297;0,0508740321412669;0,0001699049559517;0,000400632318816888;0,000335366754067492;8,05376880025906e-05;0,000345921273709085;0,641906386406514;0,000142534719201906
"hill";3,18845721578222;1,54632558287428;-1,57921206205756;-0,059403100323247;0,821755814590997;0,398531939738139;-0,407007717727731;-0,0153098629812992;0,772053803227047;0,119152076302217;0,108682608839097;0,00011151163163011;0,00337971013077016;0,00079491400401902;0,000829085215837616;1,1731039303531e-06;0,000332443821486653;1,68794332275213;0,000947183198563026
"design";-1,33413825137779;-0,297361780962734;-0,884028185307277;0,37945851080667;-0,79817808385068;-0,177903344195511;-0,528889657642194;0,227019551192476;0,758601752891452;0,0247283888576631;0,191133654606527;0,02553620364435;0,000615713879447708;3,05877526611425e-05;0,000270339492961001;4,98087757514507e-05;0,000345921273709085;0,712516563538612;0,000175617261495814
"consciousness";-0,370213541332022;1,31100623166411;0,286769243475089;-0,676525425957307;-0,239185249037144;0,84700670559374;0,185274079035557;-0,437085315424581;0,0912214546829038;0,750611578278479;0,0314087248908899;0,126758242147721;4,6795569647454e-05;0,000586826409512935;2,80779424613821e-05;0,000156267399613064;0,000341428789634941;0,570170643122443;0,000110996642915704
"cole";0,748865499917602;-1,47585279400375;1,28603919930658;0,307683607280591;0,353509632614015;-0,69669143398653;0,607087981652398;0,145245199549298;0,188283132017022;0,479847464863889;0,318643417314763;0,0132259858043258;0,000183914958168591;0,000714324408018697;0,000542397674767411;3,10468914697224e-05;0,000327951337412509;0,802784845727714;0,000211352669535994
"uppercross";1,47497192318559;-1,42500201165987;1,64774860788948;0,0161015849026985;0,560639124530466;-0,541645483356509;0,626311811399284;0,0061202374916434;0,429430870490226;0,263008668637591;0,307539165826565;2,12950456179473e-05;0,000733019142761869;0,000684193217214301;0,000914807499798421;8,73544557733386e-08;0,000336936305560797;1,04697948547502;0,000369338136811485
"sigh";-0,0518910649586682;0,902581111364532;0,488442811644983;1,28226642946553;-0,0315791425333512;0,54928025829483;0,297249732311596;0,78034386794868;0,00198235135967423;0,393533130322708;0,100789590603794;0,503694927713823;8,9516570108947e-07;0,000270826244336372;7,93132435659836e-05;0,000546606523598736;0,000332443821486653;0,542129845395677;9,77068246488532e-05
"rain";2,13681324722204;-0,814088256400242;0,978809113833359;-0,196464575217576;0,856414020443755;-0,326278675764561;0,392297197480782;-0,0787410958611374;0,820232473665598;0,0781196264053881;0,0987626203695573;0,00288527955945397;0,00147690369665067;0,000214369019933298;0,000309895344237822;1,24849713411432e-05;0,000323458853338365;1,09748637485251;0,000389598536775734
"partner";0,495242366173946;-0,96633152665731;0,738809572266947;-0,193739349006387;0,373044889704529;-0,727896202751908;0,556513647102175;-0,145935564115551;0,206654675712763;0,516268118910604;0,263917053668783;0,0131601517078503;8,15368342936652e-05;0,000310434916648592;0,000181460997248003;1,24782573481449e-05;0,000332443821486653;0,506752875138595;8,53710668667224e-05
"odd";0,667337486289371;-1,06867900536983;0,389912290571986;0,240100733268376;0,497805983845602;-0,797190049432625;0,290858336912778;0,179105151744595;0,341005325035631;0,573823099795049;0,066803118892962;0,0183684562763554;0,000144048945990032;0,000369414210577616;4,91759651761265e-05;1,86468731068801e-05;0,000323458853338365;0,531576765390579;9,14010159313548e-05
"occupy";0,350775167795872;-0,0410293209314415;-0,0162880938084367;0,0449113413838154;0,984264159466835;-0,115126992408941;-0,0457038822400546;0,126019820489098;0,983249444684686;0,00882689660241756;0,00121657621718297;0,00670708249570861;4,25632668102065e-05;5,82325662683326e-07;9,17736057272768e-08;6,97733097194032e-07;0,000345921273709085;0,164550056453167;9,36641384342351e-06
"intimacy";-1,35873831563023;-0,00813621659010981;-0,371438721543577;0,561226555098033;-0,896085658912171;-0,00536582130667229;-0,244963218973838;0,370127979493067;0,897745580422323;2,11222406710216e-05;0,0384989383318989;0,0637343590051014;0,000622041635341136;2,23045164294112e-08;4,64859982283643e-05;0,000106126595779942;0,000336936305560797;0,667052834598387;0,000149923004712305
"convey";0,442526698909204;-0,228913949470712;1,54030232202247;-0,831403471502008;0,243161423874035;-0,125784595675544;0,846371770884529;-0,456843061543105;0,104203251948167;0,0182961699846327;0,724447682280688;0,153052895786513;6,77417212595835e-05;1,81268269234371e-05;0,000820709029571966;0,000239111761308797;0,000345921273709085;0,637675734794816;0,000140662086091496
"connexion";-1,20101417350451;-1,52479534299623;-1,80646562780131;-0,75970194833418;-0,435427352038112;-0,552814124302587;-0,654933607124857;-0,275429728473644;0,283898535044404;0,300264060538994;0,368569218613592;0,0472681858030014;0,000498968967994744;0,000804267251263602;0,00112885114136466;0,000199647442758168;0,000345921273709085;1,04849799999502;0,000380287879778896
"capable";-1,14443673350211;0,139007814677639;-0,950797568473766;-0,974447992188315;-0,641503685018269;0,0779195762872436;-0,532960998215987;-0,546218029837735;0,585670446969576;0,00566971876388394;0,231973634688298;0,17668619957824;0,000453065350585156;6,68429645763974e-06;0,000312718371782722;0,000328469161297913;0,000345921273709085;0,695610587570873;0,000167382341368741
