%%MatrixMarket matrix coordinate integer general
62279 5175 227319
14 1 1
18 1 1
23 1 1
39 1 1
54 1 1
62 1 1
65 1 1
69 1 1
243 1 1
270 1 1
283 1 1
635 1 1
644 1 1
1167 1 1
1173 1 1
1183 1 1
1259 1 1
1326 1 1
1452 1 1
1598 1 1
1721 1 1
1743 1 1
1817 1 1
1824 1 1
1840 1 1
1841 1 1
1858 1 1
1865 1 1
2408 1 1
2707 1 1
2715 1 1
2904 1 1
2905 1 1
2907 1 1
2930 1 1
2938 1 1
2946 1 1
2956 1 1
2983 1 1
3016 1 1
3029 1 1
3044 1 1
3067 1 1
3073 1 1
3083 1 1
3084 1 1
3093 1 1
3096 1 1
3106 1 1
3115 1 1
3136 1 1
3143 1 1
3152 1 1
3157 1 1
3162 1 1
3183 1 1
3190 1 1
3360 1 1
3361 1 1
3423 1 1
3439 1 1
3509 1 1
3511 1 1
3528 1 1
3546 1 1
3561 1 1
3564 1 1
3565 1 1
3701 1 1
3927 1 1
3977 1 1
4009 1 1
4386 1 1
4395 1 1
4421 1 1
4600 1 1
4609 1 1
4660 1 1
4674 1 1
4892 1 1
5284 1 1
5312 1 1
5329 1 1
5415 1 1
5418 1 1
5569 1 1
5600 1 1
5716 1 1
5764 1 1
5888 1 1
6050 1 1
6063 1 1
6095 1 1
6150 1 1
6265 1 1
6268 1 1
6308 1 1
6604 1 1
6768 1 1
6791 1 1
6809 1 1
6866 1 1
6867 1 1
6893 1 1
6898 1 1
6962 1 1
7014 1 1
7019 1 1
7035 1 1
7037 1 1
7068 1 1
7074 1 1
7077 1 1
7084 1 1
7309 1 1
7456 1 1
7465 1 1
7468 1 1
7585 1 1
7623 1 1
7666 1 1
7747 1 1
7755 1 1
7802 1 1
7807 1 1
7868 1 1
7872 1 1
7876 1 1
7885 1 1
8027 1 1
8032 1 1
8034 1 1
8137 1 1
8172 1 1
8211 1 1
8308 1 1
8376 1 1
8392 1 1
8414 1 1
8468 1 1
8470 1 1
8473 1 1
8474 1 1
8498 1 1
8512 1 1
8520 1 1
8521 1 1
8534 1 1
8572 1 1
8586 1 1
8605 1 1
8617 1 1
8641 1 1
8676 1 1
8755 1 1
8756 1 1
8792 1 1
8807 1 1
8846 1 1
8959 1 1
9014 1 1
9080 1 1
9121 1 1
9801 1 1
9818 1 1
9819 1 1
9826 1 1
9835 1 1
9851 1 1
9934 1 1
10041 1 1
10290 1 1
10304 1 1
10318 1 1
10321 1 1
10606 1 1
10608 1 1
10611 1 1
10618 1 1
10627 1 1
10635 1 1
10641 1 1
10649 1 1
10659 1 1
10671 1 1
10679 1 1
10685 1 1
10686 1 1
10693 1 1
10708 1 1
10709 1 1
10725 1 1
10727 1 1
10736 1 1
10741 1 1
10748 1 1
10753 1 1
10758 1 1
10767 1 1
10771 1 1
10779 1 1
10787 1 1
10793 1 1
10795 1 1
10797 1 1
10798 1 1
10803 1 1
10810 1 1
10814 1 1
10824 1 1
10825 1 1
10836 1 1
10840 1 1
10851 1 1
10857 1 1
10865 1 1
10871 1 1
10874 1 1
10891 1 1
10894 1 1
10903 1 1
10952 1 1
10954 1 1
10964 1 1
11020 1 1
11025 1 1
11026 1 1
11027 1 1
11035 1 1
11042 1 1
11075 1 1
11155 1 1
11157 1 1
11175 1 1
11177 1 1
11185 1 1
11199 1 1
11217 1 1
11221 1 1
11228 1 1
11236 1 1
11244 1 1
11247 1 1
11252 1 1
11259 1 1
11278 1 1
11293 1 1
11299 1 1
11318 1 1
11321 1 1
11324 1 1
11342 1 1
11375 1 1
11379 1 1
11398 1 1
11402 1 1
11405 1 1
11441 1 1
11478 1 1
11490 1 1
11512 1 1
11522 1 1
11550 1 1
11568 1 1
11588 1 1
11632 1 1
11647 1 1
11652 1 1
11661 1 1
11679 1 1
11692 1 1
11725 1 1
11733 1 1
11741 1 1
11745 1 1
11751 1 1
11776 1 1
11777 1 1
11784 1 1
11792 1 1
11806 1 1
11814 1 1
11816 1 1
11845 1 1
11858 1 1
11885 1 1
11894 1 1
11908 1 1
11912 1 1
11930 1 1
11939 1 1
11941 1 1
11949 1 1
11958 1 1
12005 1 1
12006 1 1
12030 1 1
12039 1 1
12040 1 1
12041 1 1
12043 1 1
12049 1 1
12089 1 1
12100 1 1
12119 1 1
12120 1 1
12140 1 1
12142 1 1
12162 1 1
12175 1 1
12180 1 1
12192 1 1
12226 1 1
12233 1 1
12234 1 1
12238 1 1
12245 1 1
12257 1 1
12258 1 1
12302 1 1
12329 1 1
12332 1 1
12333 1 1
12334 1 1
12358 1 1
12371 1 1
12376 1 1
12377 1 1
12427 1 1
12435 1 1
12440 1 1
12442 1 1
12453 1 1
12454 1 1
12460 1 1
12461 1 1
12465 1 1
12467 1 1
12470 1 1
12506 1 1
12513 1 1
12514 1 1
12515 1 1
12517 1 1
12519 1 1
12523 1 1
12524 1 1
12535 1 1
12541 1 1
12542 1 1
12556 1 1
12561 1 1
12562 1 1
12565 1 1
12567 1 1
12568 1 1
12576 1 1
12579 1 1
12588 1 1
12590 1 1
12595 1 1
12600 1 1
12607 1 1
12617 1 1
12621 1 1
12623 1 1
12644 1 1
12649 1 1
12652 1 1
12658 1 1
12659 1 1
12667 1 1
12673 1 1
12676 1 1
12678 1 1
12680 1 1
12684 1 1
12692 1 1
12718 1 1
12723 1 1
12725 1 1
12732 1 1
12749 1 1
12758 1 1
12776 1 1
12781 1 1
12801 1 1
12803 1 1
12804 1 1
12805 1 1
12807 1 1
12811 1 1
12840 1 1
12843 1 1
12845 1 1
12847 1 1
12855 1 1
12868 1 1
12872 1 1
12875 1 1
12885 1 1
12899 1 1
12904 1 1
12906 1 1
12908 1 1
12914 1 1
12916 1 1
12935 1 1
12940 1 1
12941 1 1
12943 1 1
12948 1 1
12953 1 1
12966 1 1
12969 1 1
12970 1 1
12973 1 1
12983 1 1
12984 1 1
12999 1 1
13001 1 1
13002 1 1
13015 1 1
13024 1 1
13029 1 1
13036 1 1
13053 1 1
13060 1 1
13068 1 1
13082 1 1
13090 1 1
13122 1 1
13130 1 1
13139 1 1
13163 1 1
13196 1 1
13197 1 1
13200 1 1
13201 1 1
13211 1 1
13217 1 1
13226 1 1
13230 1 1
13232 1 1
13234 1 1
13236 1 1
13237 1 1
13238 1 1
13240 1 1
13243 1 1
13245 1 1
13246 1 1
13253 1 1
13255 1 1
13257 1 1
13270 1 1
13275 1 1
13278 1 1
13279 1 1
13295 1 1
13301 1 1
13302 1 1
13303 1 1
13304 1 1
13306 1 1
13309 1 1
13315 1 1
13327 1 1
13347 1 1
13349 1 1
13353 1 1
13358 1 1
13391 1 1
13407 1 1
13409 1 1
13410 1 1
13419 1 1
13424 1 1
13433 1 1
13434 1 1
13437 1 1
13447 1 1
13450 1 1
13451 1 1
13458 1 1
13468 1 1
13472 1 1
13474 1 1
13490 1 1
13495 1 1
13502 1 1
13515 1 1
13528 1 1
13564 1 1
13579 1 1
13584 1 1
13592 1 1
13601 1 1
13638 1 1
13643 1 1
13653 1 1
13657 1 1
13666 1 1
13669 1 1
13671 1 1
13673 1 1
13678 1 1
13679 1 1
13687 1 1
13696 1 1
13701 1 1
13714 1 1
13722 1 1
13749 1 1
13752 1 1
13756 1 1
13760 1 1
13772 1 1
13781 1 1
13792 1 1
13796 1 1
13803 1 1
13830 1 1
13840 1 1
13848 1 1
13870 1 1
13901 1 1
13950 1 1
13957 1 1
13964 1 1
13981 1 1
13992 1 1
13997 1 1
13998 1 1
14006 1 1
14019 1 1
14036 1 1
14041 1 1
14066 1 1
14072 1 1
14078 1 1
14085 1 1
14088 1 1
14096 1 1
14101 1 1
14117 1 1
14130 1 1
14134 1 1
14146 1 1
14154 1 1
14172 1 1
14185 1 1
14192 1 1
14217 1 1
14230 1 1
14232 1 1
14234 1 1
14247 1 1
14249 1 1
14251 1 1
14265 1 1
14325 1 1
14333 1 1
14354 1 1
14384 1 1
14394 1 1
14395 1 1
14405 1 1
14408 1 1
14412 1 1
14414 1 1
14420 1 1
14423 1 1
14433 1 1
14449 1 1
14451 1 1
14469 1 1
14480 1 1
14503 1 1
14504 1 1
14507 1 1
14530 1 1
14546 1 1
14551 1 1
14554 1 1
14573 1 1
14577 1 1
14580 1 1
14582 1 1
14604 1 1
14641 1 1
14659 1 1
14664 1 1
14715 1 1
14757 1 1
14770 1 1
14790 1 1
14875 1 1
14897 1 1
14903 1 1
14918 1 1
14925 1 1
14930 1 1
14953 1 1
14982 1 1
14988 1 1
14993 1 1
15011 1 1
15032 1 1
15042 1 1
15061 1 1
15065 1 1
15075 1 1
15079 1 1
15117 1 1
15184 1 1
15192 1 1
15202 1 1
15208 1 1
15214 1 1
15225 1 1
15229 1 1
15235 1 1
15249 1 1
15257 1 1
15269 1 1
15279 1 1
15285 1 1
15287 1 1
15290 1 1
15296 1 1
15326 1 1
15341 1 1
15356 1 1
15371 1 1
15381 1 1
15396 1 1
15408 1 1
15459 1 1
15460 1 1
15470 1 1
15471 1 1
15477 1 1
15485 1 1
15495 1 1
15499 1 1
15503 1 1
15523 1 1
15527 1 1
15537 1 1
15561 1 1
15586 1 1
15590 1 1
15602 1 1
15612 1 1
15627 1 1
15674 1 1
15693 1 1
15705 1 1
15714 1 1
15720 1 1
15737 1 1
15740 1 1
15744 1 1
15748 1 1
15751 1 1
15756 1 1
15765 1 1
15781 1 1
15825 1 1
15844 1 1
15867 1 1
15900 1 1
15926 1 1
15934 1 1
15946 1 1
15957 1 1
15961 1 1
15985 1 1
15988 1 1
16081 1 1
16085 1 1
16100 1 1
16102 1 1
16106 1 1
16111 1 1
16119 1 1
16149 1 1
16162 1 1
16163 1 1
16170 1 1
16190 1 1
16208 1 1
16225 1 1
16241 1 1
16244 1 1
16255 1 1
16256 1 1
16271 1 1
16275 1 1
16281 1 1
16286 1 1
16297 1 1
16298 1 1
16308 1 1
16311 1 1
16326 1 1
16358 1 1
16365 1 1
16387 1 1
16420 1 1
16438 1 1
16462 1 1
16486 1 1
16502 1 1
16542 1 1
16545 1 1
16562 1 1
16569 1 1
16581 1 1
16647 1 1
16669 1 1
16701 1 1
16717 1 1
16721 1 1
16751 1 1
16766 1 1
16780 1 1
16789 1 1
16793 1 1
